id	codigo	descricao	data_publicacao_fake	data_publicacao
	4218756	Tunápolis	1012009	01-01-2009
	4218806	Turvo	1012009	01-01-2009
	4218855	União do Oeste	1012009	01-01-2009
	4218905	Urubici	1012009	01-01-2009
	4218954	Urupema	1012009	01-01-2009
	4219002	Urussanga	1012009	01-01-2009
	4219101	Vargeão	1012009	01-01-2009
	4219150	Vargem	1012009	01-01-2009
	4219176	Vargem Bonita	1012009	01-01-2009
	4219200	Vidal Ramos	1012009	01-01-2009
	4219309	Videira	1012009	01-01-2009
	4219358	Vitor Meireles	1012009	01-01-2009
	4219408	Witmarsum	1012009	01-01-2009
	4219507	Xanxerê	1012009	01-01-2009
	4219606	Xavantina	1012009	01-01-2009
	4219705	Xaxim	1012009	01-01-2009
	4219853	Zortéa	1012009	01-01-2009
	4100103	Abatiá	1012009	01-01-2009
	4100202	Adrianópolis	1012009	01-01-2009
	4100301	Agudos do Sul	1012009	01-01-2009
	4100400	Almirante Tamandaré	1012009	01-01-2009
	4100459	Altamira do Paraná	1012009	01-01-2009
	4128625	Alto Paraíso	1012009	01-01-2009
	4100608	Alto Paraná	1012009	01-01-2009
	4100707	Alto Piquiri	1012009	01-01-2009
	4100509	Altônia	1012009	01-01-2009
	4100806	Alvorada do Sul	1012009	01-01-2009
	4100905	Amaporã	1012009	01-01-2009
	4101002	Ampére	1012009	01-01-2009
	4101051	Anahy	1012009	01-01-2009
	4101101	Andirá	1012009	01-01-2009
	4101150	Ângulo	1012009	01-01-2009
	4101200	Antonina	1012009	01-01-2009
	4101309	Antônio Olinto	1012009	01-01-2009
	4101408	Apucarana	1012009	01-01-2009
	4101507	Arapongas	1012009	01-01-2009
	4101606	Arapoti	1012009	01-01-2009
	4101655	Arapuã	1012009	01-01-2009
	4101705	Araruna	1012009	01-01-2009
	4101804	Araucária	1012009	01-01-2009
	4101853	Ariranha do Ivaí	1012009	01-01-2009
	4101903	Assaí	1012009	01-01-2009
	4102000	Assis Chateaubriand	1012009	01-01-2009
	4102109	Astorga	1012009	01-01-2009
	4102208	Atalaia	1012009	01-01-2009
	4102307	Balsa Nova	1012009	01-01-2009
	4102406	Bandeirantes	1012009	01-01-2009
	4102505	Barbosa Ferraz	1012009	01-01-2009
	4102703	Barra do Jacaré	1012009	01-01-2009
	4102604	Barracão	1012009	01-01-2009
	4102752	Bela Vista da Caroba	1012009	01-01-2009
	4102802	Bela Vista do Paraíso	1012009	01-01-2009
	4102901	Bituruna	1012009	01-01-2009
	4103008	Boa Esperança	1012009	01-01-2009
	4103024	Boa Esperança do Iguaçu	1012009	01-01-2009
	4103040	Boa Ventura de São Roque	1012009	01-01-2009
	4103057	Boa Vista da Aparecida	1012009	01-01-2009
	4103107	Bocaiúva do Sul	1012009	01-01-2009
	4103156	Bom Jesus do Sul	1012009	01-01-2009
	4103206	Bom Sucesso	1012009	01-01-2009
	4103222	Bom Sucesso do Sul	1012009	01-01-2009
	4103305	Borrazópolis	1012009	01-01-2009
	4103354	Braganey	1012009	01-01-2009
	4103370	Brasilândia do Sul	1012009	01-01-2009
	4103404	Cafeara	1012009	01-01-2009
	4103453	Cafelândia	1012009	01-01-2009
	4103479	Cafezal do Sul	1012009	01-01-2009
	4103503	Califórnia	1012009	01-01-2009
	4103602	Cambará	1012009	01-01-2009
	4103701	Cambé	1012009	01-01-2009
	4103800	Cambira	1012009	01-01-2009
	4103909	Campina da Lagoa	1012009	01-01-2009
	4103958	Campina do Simão	1012009	01-01-2009
	4104006	Campina Grande do Sul	1012009	01-01-2009
	4104055	Campo Bonito	1012009	01-01-2009
	4104105	Campo do Tenente	1012009	01-01-2009
	4104204	Campo Largo	1012009	01-01-2009
	4104253	Campo Magro	1012009	01-01-2009
	4104303	Campo Mourão	1012009	01-01-2009
	4104402	Cândido de Abreu	1012009	01-01-2009
	4104428	Candói	1012009	01-01-2009
	4104451	Cantagalo	1012009	01-01-2009
	4104501	Capanema	1012009	01-01-2009
	4104600	Capitão Leônidas Marques	1012009	01-01-2009
	4104659	Carambeí	1012009	01-01-2009
	4104709	Carlópolis	1012009	01-01-2009
	4104808	Cascavel	1012009	01-01-2009
	4104907	Castro	1012009	01-01-2009
	4105003	Catanduvas	1012009	01-01-2009
	4105102	Centenário do Sul	1012009	01-01-2009
	4105201	Cerro Azul	1012009	01-01-2009
	4105300	Céu Azul	1012009	01-01-2009
	4105409	Chopinzinho	1012009	01-01-2009
	4105508	Cianorte	1012009	01-01-2009
	4105607	Cidade Gaúcha	1012009	01-01-2009
	4105706	Clevelândia	1012009	01-01-2009
	4105805	Colombo	1012009	01-01-2009
	4105904	Colorado	1012009	01-01-2009
	4106001	Congonhinhas	1012009	01-01-2009
	4106100	Conselheiro Mairinck	1012009	01-01-2009
	4106209	Contenda	1012009	01-01-2009
	4106308	Corbélia	1012009	01-01-2009
	4106407	Cornélio Procópio	1012009	01-01-2009
	4106456	Coronel Domingos Soares	1012009	01-01-2009
	4106506	Coronel Vivida	1012009	01-01-2009
	4106555	Corumbataí do Sul	1012009	01-01-2009
	4106803	Cruz Machado	1012009	01-01-2009
	4106571	Cruzeiro do Iguaçu	1012009	01-01-2009
	4106605	Cruzeiro do Oeste	1012009	01-01-2009
	4106704	Cruzeiro do Sul	1012009	01-01-2009
	4106852	Cruzmaltina	1012009	01-01-2009
	4106902	Curitiba	1012009	01-01-2009
	4107009	Curiúva	1012009	01-01-2009
	4107108	Diamante do Norte	1012009	01-01-2009
	4107124	Diamante do Sul	1012009	01-01-2009
	4107157	Diamante D'Oeste	1012009	01-01-2009
	4107207	Dois Vizinhos	1012009	01-01-2009
	4107256	Douradina	1012009	01-01-2009
	4107306	Doutor Camargo	1012009	01-01-2009
	4128633	Doutor Ulysses	1012009	01-01-2009
	4107405	Enéas Marques	1012009	01-01-2009
	4107504	Engenheiro Beltrão	1012009	01-01-2009
	4107538	Entre Rios do Oeste	1012009	01-01-2009
	4107520	Esperança Nova	1012009	01-01-2009
	4107546	Espigão Alto do Iguaçu	1012009	01-01-2009
	4107553	Farol	1012009	01-01-2009
	4107603	Faxinal	1012009	01-01-2009
	4107652	Fazenda Rio Grande	1012009	01-01-2009
	4107702	Fênix	1012009	01-01-2009
	4107736	Fernandes Pinheiro	1012009	01-01-2009
	4107751	Figueira	1012009	01-01-2009
	4107850	Flor da Serra do Sul	1012009	01-01-2009
	4107801	Floraí	1012009	01-01-2009
	4107900	Floresta	1012009	01-01-2009
	4108007	Florestópolis	1012009	01-01-2009
	4108106	Flórida	1012009	01-01-2009
	4108205	Formosa do Oeste	1012009	01-01-2009
	4108304	Foz do Iguaçu	1012009	01-01-2009
	4108452	Foz do Jordão	1012009	01-01-2009
	4108320	Francisco Alves	1012009	01-01-2009
	4108403	Francisco Beltrão	1012009	01-01-2009
	4108502	General Carneiro	1012009	01-01-2009
	4108551	Godoy Moreira	1012009	01-01-2009
	4108601	Goioerê	1012009	01-01-2009
	4108650	Goioxim	1012009	01-01-2009
	4108700	Grandes Rios	1012009	01-01-2009
	4108809	Guaíra	1012009	01-01-2009
	4108908	Guairaçá	1012009	01-01-2009
	4108957	Guamiranga	1012009	01-01-2009
	4109005	Guapirama	1012009	01-01-2009
	4109104	Guaporema	1012009	01-01-2009
	4109203	Guaraci	1012009	01-01-2009
	4109302	Guaraniaçu	1012009	01-01-2009
	4109401	Guarapuava	1012009	01-01-2009
	4109500	Guaraqueçaba	1012009	01-01-2009
	4109609	Guaratuba	1012009	01-01-2009
	4109658	Honório Serpa	1012009	01-01-2009
	4109708	Ibaiti	1012009	01-01-2009
	4109757	Ibema	1012009	01-01-2009
	4109807	Ibiporã	1012009	01-01-2009
	4109906	Icaraíma	1012009	01-01-2009
	4110003	Iguaraçu	1012009	01-01-2009
	4110052	Iguatu	1012009	01-01-2009
	4110078	Imbaú	1012009	01-01-2009
	4110102	Imbituva	1012009	01-01-2009
	4110201	Inácio Martins	1012009	01-01-2009
	4110300	Inajá	1012009	01-01-2009
	4110409	Indianópolis	1012009	01-01-2009
	4110508	Ipiranga	1012009	01-01-2009
	4110607	Iporã	1012009	01-01-2009
	4110656	Iracema do Oeste	1012009	01-01-2009
	4110706	Irati	1012009	01-01-2009
	4110805	Iretama	1012009	01-01-2009
	4110904	Itaguajé	1012009	01-01-2009
	4110953	Itaipulândia	1012009	01-01-2009
	4111001	Itambaracá	1012009	01-01-2009
	4111100	Itambé	1012009	01-01-2009
	4111209	Itapejara d'Oeste	1012009	01-01-2009
	4111258	Itaperuçu	1012009	01-01-2009
	4111308	Itaúna do Sul	1012009	01-01-2009
	4111407	Ivaí	1012009	01-01-2009
	4111506	Ivaiporã	1012009	01-01-2009
	4111555	Ivaté	1012009	01-01-2009
	4111605	Ivatuba	1012009	01-01-2009
	4111704	Jaboti	1012009	01-01-2009
	4111803	Jacarezinho	1012009	01-01-2009
	4111902	Jaguapitã	1012009	01-01-2009
	4112009	Jaguariaíva	1012009	01-01-2009
	4112108	Jandaia do Sul	1012009	01-01-2009
	4112207	Janiópolis	1012009	01-01-2009
	4112306	Japira	1012009	01-01-2009
	4112405	Japurá	1012009	01-01-2009
	4112504	Jardim Alegre	1012009	01-01-2009
	4112603	Jardim Olinda	1012009	01-01-2009
	4112702	Jataizinho	1012009	01-01-2009
	4112751	Jesuítas	1012009	01-01-2009
	4112801	Joaquim Távora	1012009	01-01-2009
	4112900	Jundiaí do Sul	1012009	01-01-2009
	4112959	Juranda	1012009	01-01-2009
	4113007	Jussara	1012009	01-01-2009
	4113106	Kaloré	1012009	01-01-2009
	4113205	Lapa	1012009	01-01-2009
	4113254	Laranjal	1012009	01-01-2009
	4113304	Laranjeiras do Sul	1012009	01-01-2009
	4113403	Leópolis	1012009	01-01-2009
	4113429	Lidianópolis	1012009	01-01-2009
	4113452	Lindoeste	1012009	01-01-2009
	4113502	Loanda	1012009	01-01-2009
	4113601	Lobato	1012009	01-01-2009
	4113700	Londrina	1012009	01-01-2009
	4113734	Luiziana	1012009	01-01-2009
	4113759	Lunardelli	1012009	01-01-2009
	4113809	Lupionópolis	1012009	01-01-2009
	4113908	Mallet	1012009	01-01-2009
	4114005	Mamborê	1012009	01-01-2009
	4114104	Mandaguaçu	1012009	01-01-2009
	4114203	Mandaguari	1012009	01-01-2009
	4114302	Mandirituba	1012009	01-01-2009
	4114351	Manfrinópolis	1012009	01-01-2009
	4114401	Mangueirinha	1012009	01-01-2009
	4114500	Manoel Ribas	1012009	01-01-2009
	4114609	Marechal Cândido Rondon	1012009	01-01-2009
	4114708	Maria Helena	1012009	01-01-2009
	4114807	Marialva	1012009	01-01-2009
	4114906	Marilândia do Sul	1012009	01-01-2009
	4115002	Marilena	1012009	01-01-2009
	4115101	Mariluz	1012009	01-01-2009
	4115200	Maringá	1012009	01-01-2009
	4115309	Mariópolis	1012009	01-01-2009
	4115358	Maripá	1012009	01-01-2009
	4115408	Marmeleiro	1012009	01-01-2009
	4115457	Marquinho	1012009	01-01-2009
	4115507	Marumbi	1012009	01-01-2009
	4115606	Matelândia	1012009	01-01-2009
	4115705	Matinhos	1012009	01-01-2009
	4115739	Mato Rico	1012009	01-01-2009
	4115754	Mauá da Serra	1012009	01-01-2009
	4115804	Medianeira	1012009	01-01-2009
	4115853	Mercedes	1012009	01-01-2009
	4115903	Mirador	1012009	01-01-2009
	4116000	Miraselva	1012009	01-01-2009
	4116059	Missal	1012009	01-01-2009
	4116109	Moreira Sales	1012009	01-01-2009
	4116208	Morretes	1012009	01-01-2009
	4116307	Munhoz de Melo	1012009	01-01-2009
	4116406	Nossa Senhora das Graças	1012009	01-01-2009
	4116505	Nova Aliança do Ivaí	1012009	01-01-2009
	4116604	Nova América da Colina	1012009	01-01-2009
	4116703	Nova Aurora	1012009	01-01-2009
	4116802	Nova Cantu	1012009	01-01-2009
	4116901	Nova Esperança	1012009	01-01-2009
	4116950	Nova Esperança do Sudoeste	1012009	01-01-2009
	4117008	Nova Fátima	1012009	01-01-2009
	4117057	Nova Laranjeiras	1012009	01-01-2009
	4117107	Nova Londrina	1012009	01-01-2009
	4117206	Nova Olímpia	1012009	01-01-2009
	4117255	Nova Prata do Iguaçu	1012009	01-01-2009
	4117214	Nova Santa Bárbara	1012009	01-01-2009
	4117222	Nova Santa Rosa	1012009	01-01-2009
	4117271	Nova Tebas	1012009	01-01-2009
	4117297	Novo Itacolomi	1012009	01-01-2009
	4117305	Ortigueira	1012009	01-01-2009
	4117404	Ourizona	1012009	01-01-2009
	4117453	Ouro Verde do Oeste	1012009	01-01-2009
	4117503	Paiçandu	1012009	01-01-2009
	4117602	Palmas	1012009	01-01-2009
	4117701	Palmeira	1012009	01-01-2009
	4117800	Palmital	1012009	01-01-2009
	4117909	Palotina	1012009	01-01-2009
	4118006	Paraíso do Norte	1012009	01-01-2009
	4118105	Paranacity	1012009	01-01-2009
	4118204	Paranaguá	1012009	01-01-2009
	4118303	Paranapoema	1012009	01-01-2009
	4118402	Paranavaí	1012009	01-01-2009
	4118451	Pato Bragado	1012009	01-01-2009
	4118501	Pato Branco	1012009	01-01-2009
	4118600	Paula Freitas	1012009	01-01-2009
	4118709	Paulo Frontin	1012009	01-01-2009
	4118808	Peabiru	1012009	01-01-2009
	4118857	Perobal	1012009	01-01-2009
	4118907	Pérola	1012009	01-01-2009
	4119004	Pérola d'Oeste	1012009	01-01-2009
	4119103	Piên	1012009	01-01-2009
	4119152	Pinhais	1012009	01-01-2009
	4119251	Pinhal de São Bento	1012009	01-01-2009
	4119202	Pinhalão	1012009	01-01-2009
	4119301	Pinhão	1012009	01-01-2009
	4119400	Piraí do Sul	1012009	01-01-2009
	4119509	Piraquara	1012009	01-01-2009
	4119608	Pitanga	1012009	01-01-2009
	4119657	Pitangueiras	1012009	01-01-2009
	4119707	Planaltina do Paraná	1012009	01-01-2009
	4119806	Planalto	1012009	01-01-2009
	4119905	Ponta Grossa	1012009	01-01-2009
	4119954	Pontal do Paraná	1012009	01-01-2009
	4120002	Porecatu	1012009	01-01-2009
	4120101	Porto Amazonas	1012009	01-01-2009
	4120150	Porto Barreiro	1012009	01-01-2009
	4120200	Porto Rico	1012009	01-01-2009
	4120309	Porto Vitória	1012009	01-01-2009
	4120333	Prado Ferreira	1012009	01-01-2009
	4120358	Pranchita	1012009	01-01-2009
	4120408	Presidente Castelo Branco	1012009	01-01-2009
	4120507	Primeiro de Maio	1012009	01-01-2009
	4120606	Prudentópolis	1012009	01-01-2009
	4120655	Quarto Centenário	1012009	01-01-2009
	4120705	Quatiguá	1012009	01-01-2009
	4120804	Quatro Barras	1012009	01-01-2009
	4120853	Quatro Pontes	1012009	01-01-2009
	4120903	Quedas do Iguaçu	1012009	01-01-2009
	4121000	Querência do Norte	1012009	01-01-2009
	4121109	Quinta do Sol	1012009	01-01-2009
	4121208	Quitandinha	1012009	01-01-2009
	4121257	Ramilândia	1012009	01-01-2009
	4121307	Rancho Alegre	1012009	01-01-2009
	4121356	Rancho Alegre D'Oeste	1012009	01-01-2009
	4121406	Realeza	1012009	01-01-2009
	4121505	Rebouças	1012009	01-01-2009
	4121604	Renascença	1012009	01-01-2009
	4121703	Reserva	1012009	01-01-2009
	4121752	Reserva do Iguaçu	1012009	01-01-2009
	4121802	Ribeirão Claro	1012009	01-01-2009
	4121901	Ribeirão do Pinhal	1012009	01-01-2009
	4122008	Rio Azul	1012009	01-01-2009
	4122107	Rio Bom	1012009	01-01-2009
	4122156	Rio Bonito do Iguaçu	1012009	01-01-2009
	4122172	Rio Branco do Ivaí	1012009	01-01-2009
	4122206	Rio Branco do Sul	1012009	01-01-2009
	4122305	Rio Negro	1012009	01-01-2009
	4122404	Rolândia	1012009	01-01-2009
	4122503	Roncador	1012009	01-01-2009
	4122602	Rondon	1012009	01-01-2009
	4122651	Rosário do Ivaí	1012009	01-01-2009
	4122701	Sabáudia	1012009	01-01-2009
	4122800	Salgado Filho	1012009	01-01-2009
	4122909	Salto do Itararé	1012009	01-01-2009
	4123006	Salto do Lontra	1012009	01-01-2009
	4123105	Santa Amélia	1012009	01-01-2009
	4123204	Santa Cecília do Pavão	1012009	01-01-2009
	4123303	Santa Cruz de Monte Castelo	1012009	01-01-2009
	4123402	Santa Fé	1012009	01-01-2009
	4123501	Santa Helena	1012009	01-01-2009
	4123600	Santa Inês	1012009	01-01-2009
	4123709	Santa Isabel do Ivaí	1012009	01-01-2009
	4123808	Santa Izabel do Oeste	1012009	01-01-2009
	4123824	Santa Lúcia	1012009	01-01-2009
	4123857	Santa Maria do Oeste	1012009	01-01-2009
	4123907	Santa Mariana	1012009	01-01-2009
	4123956	Santa Mônica	1012009	01-01-2009
	4124020	Santa Tereza do Oeste	1012009	01-01-2009
	4124053	Santa Terezinha de Itaipu	1012009	01-01-2009
	4124004	Santana do Itararé	1012009	01-01-2009
	4124103	Santo Antônio da Platina	1012009	01-01-2009
	4124202	Santo Antônio do Caiuá	1012009	01-01-2009
	4124301	Santo Antônio do Paraíso	1012009	01-01-2009
	4124400	Santo Antônio do Sudoeste	1012009	01-01-2009
	4124509	Santo Inácio	1012009	01-01-2009
	4124608	São Carlos do Ivaí	1012009	01-01-2009
	4124707	São Jerônimo da Serra	1012009	01-01-2009
	4124806	São João	1012009	01-01-2009
	4124905	São João do Caiuá	1012009	01-01-2009
	4125001	São João do Ivaí	1012009	01-01-2009
	4125100	São João do Triunfo	1012009	01-01-2009
	4125308	São Jorge do Ivaí	1012009	01-01-2009
	4125357	São Jorge do Patrocínio	1012009	01-01-2009
	4125209	São Jorge d'Oeste	1012009	01-01-2009
	4125407	São José da Boa Vista	1012009	01-01-2009
	4125456	São José das Palmeiras	1012009	01-01-2009
	4125506	São José dos Pinhais	1012009	01-01-2009
	4125555	São Manoel do Paraná	1012009	01-01-2009
	4125605	São Mateus do Sul	1012009	01-01-2009
	4125704	São Miguel do Iguaçu	1012009	01-01-2009
	4125753	São Pedro do Iguaçu	1012009	01-01-2009
	4125803	São Pedro do Ivaí	1012009	01-01-2009
	4125902	São Pedro do Paraná	1012009	01-01-2009
	4126009	São Sebastião da Amoreira	1012009	01-01-2009
	4126108	São Tomé	1012009	01-01-2009
	4126207	Sapopema	1012009	01-01-2009
	4126256	Sarandi	1012009	01-01-2009
	4126272	Saudade do Iguaçu	1012009	01-01-2009
	4126306	Sengés	1012009	01-01-2009
	4126355	Serranópolis do Iguaçu	1012009	01-01-2009
	4126405	Sertaneja	1012009	01-01-2009
	4126504	Sertanópolis	1012009	01-01-2009
	4126603	Siqueira Campos	1012009	01-01-2009
	4126652	Sulina	1012009	01-01-2009
	4126678	Tamarana	1012009	01-01-2009
	4126702	Tamboara	1012009	01-01-2009
	4126801	Tapejara	1012009	01-01-2009
	4126900	Tapira	1012009	01-01-2009
	4127007	Teixeira Soares	1012009	01-01-2009
	4127106	Telêmaco Borba	1012009	01-01-2009
	4127205	Terra Boa	1012009	01-01-2009
	4127304	Terra Rica	1012009	01-01-2009
	4127403	Terra Roxa	1012009	01-01-2009
	4127502	Tibagi	1012009	01-01-2009
	4127601	Tijucas do Sul	1012009	01-01-2009
	4127700	Toledo	1012009	01-01-2009
	4127809	Tomazina	1012009	01-01-2009
	4127858	Três Barras do Paraná	1012009	01-01-2009
	4127882	Tunas do Paraná	1012009	01-01-2009
	4127908	Tuneiras do Oeste	1012009	01-01-2009
	4127957	Tupãssi	1012009	01-01-2009
	4127965	Turvo	1012009	01-01-2009
	4128005	Ubiratã	1012009	01-01-2009
	4128104	Umuarama	1012009	01-01-2009
	4128203	União da Vitória	1012009	01-01-2009
	4128302	Uniflor	1012009	01-01-2009
	4128401	Uraí	1012009	01-01-2009
	4128534	Ventania	1012009	01-01-2009
	4128559	Vera Cruz do Oeste	1012009	01-01-2009
	4128609	Verê	1012009	01-01-2009
	4128658	Virmond	1012009	01-01-2009
	4128708	Vitorino	1012009	01-01-2009
	4128500	Wenceslau Braz	1012009	01-01-2009
	4128807	Xambrê	1012009	01-01-2009
	2900108	Abaíra	1012009	01-01-2009
	2900207	Abaré	1012009	01-01-2009
	2900306	Acajutiba	1012009	01-01-2009
	2900355	Adustina	1012009	01-01-2009
	2900405	Água Fria	1012009	01-01-2009
	2900603	Aiquara	1012009	01-01-2009
	2900702	Alagoinhas	1012009	01-01-2009
	2900801	Alcobaça	1012009	01-01-2009
	2900900	Almadina	1012009	01-01-2009
	2901007	Amargosa	1012009	01-01-2009
	2901106	Amélia Rodrigues	1012009	01-01-2009
	2901155	América Dourada	1012009	01-01-2009
	2901205	Anagé	1012009	01-01-2009
	2901304	Andaraí	1012009	01-01-2009
	2901353	Andorinha	1012009	01-01-2009
	2901403	Angical	1012009	01-01-2009
	2901502	Anguera	1012009	01-01-2009
	2901601	Antas	1012009	01-01-2009
	2901700	Antônio Cardoso	1012009	01-01-2009
	2901809	Antônio Gonçalves	1012009	01-01-2009
	2901908	Aporá	1012009	01-01-2009
	2901957	Apuarema	1012009	01-01-2009
	2902054	Araças	1012009	01-01-2009
	2902005	Aracatu	1012009	01-01-2009
	2902104	Araci	1012009	01-01-2009
	2902203	Aramari	1012009	01-01-2009
	2902252	Arataca	1012009	01-01-2009
	2902302	Aratuípe	1012009	01-01-2009
	2902401	Aurelino Leal	1012009	01-01-2009
	2902500	Baianópolis	1012009	01-01-2009
	2902609	Baixa Grande	1012009	01-01-2009
	2902658	Banzaê	1012009	01-01-2009
	2902708	Barra	1012009	01-01-2009
	2902807	Barra da Estiva	1012009	01-01-2009
	2902906	Barra do Choça	1012009	01-01-2009
	2903003	Barra do Mendes	1012009	01-01-2009
	2903102	Barra do Rocha	1012009	01-01-2009
	2903201	Barreiras	1012009	01-01-2009
	2903235	Barro Alto	1012009	01-01-2009
	2903300	Barro Preto	1012009	01-01-2009
	2903276	Barrocas	1012009	01-01-2009
	2903409	Belmonte	1012009	01-01-2009
	2903508	Belo Campo	1012009	01-01-2009
	2903607	Biritinga	1012009	01-01-2009
	2903706	Boa Nova	1012009	01-01-2009
	2903805	Boa Vista do Tupim	1012009	01-01-2009
	2903904	Bom Jesus da Lapa	1012009	01-01-2009
	2903953	Bom Jesus da Serra	1012009	01-01-2009
	2904001	Boninal	1012009	01-01-2009
	2904050	Bonito	1012009	01-01-2009
	2904100	Boquira	1012009	01-01-2009
	2904209	Botuporã	1012009	01-01-2009
	2904308	Brejões	1012009	01-01-2009
	2904407	Brejolândia	1012009	01-01-2009
	2904506	Brotas de Macaúbas	1012009	01-01-2009
	2904605	Brumado	1012009	01-01-2009
	2904704	Buerarema	1012009	01-01-2009
	2904753	Buritirama	1012009	01-01-2009
	2904803	Caatiba	1012009	01-01-2009
	2904852	Cabaceiras do Paraguaçu	1012009	01-01-2009
	2904902	Cachoeira	1012009	01-01-2009
	2905008	Caculé	1012009	01-01-2009
	2905107	Caém	1012009	01-01-2009
	2905156	Caetanos	1012009	01-01-2009
	2905206	Caetité	1012009	01-01-2009
	2905305	Cafarnaum	1012009	01-01-2009
	2905404	Cairu	1012009	01-01-2009
	2905503	Caldeirão Grande	1012009	01-01-2009
	2905602	Camacan	1012009	01-01-2009
	2905701	Camaçari	1012009	01-01-2009
	2905800	Camamu	1012009	01-01-2009
	2905909	Campo Alegre de Lourdes	1012009	01-01-2009
	2906006	Campo Formoso	1012009	01-01-2009
	2906105	Canápolis	1012009	01-01-2009
	2906204	Canarana	1012009	01-01-2009
	2906303	Canavieiras	1012009	01-01-2009
	2906402	Candeal	1012009	01-01-2009
	2906501	Candeias	1012009	01-01-2009
	2906600	Candiba	1012009	01-01-2009
	2906709	Cândido Sales	1012009	01-01-2009
	2906808	Cansanção	1012009	01-01-2009
	2906824	Canudos	1012009	01-01-2009
	2906857	Capela do Alto Alegre	1012009	01-01-2009
	2906873	Capim Grosso	1012009	01-01-2009
	2906899	Caraíbas	1012009	01-01-2009
	2906907	Caravelas	1012009	01-01-2009
	2907004	Cardeal da Silva	1012009	01-01-2009
	2907103	Carinhanha	1012009	01-01-2009
	2907202	Casa Nova	1012009	01-01-2009
	2907301	Castro Alves	1012009	01-01-2009
	2907400	Catolândia	1012009	01-01-2009
	2907509	Catu	1012009	01-01-2009
	2907558	Caturama	1012009	01-01-2009
	2907608	Central	1012009	01-01-2009
	2907707	Chorrochó	1012009	01-01-2009
	2907806	Cícero Dantas	1012009	01-01-2009
	2907905	Cipó	1012009	01-01-2009
	2908002	Coaraci	1012009	01-01-2009
	2908101	Cocos	1012009	01-01-2009
	2908200	Conceição da Feira	1012009	01-01-2009
	2908309	Conceição do Almeida	1012009	01-01-2009
	2908408	Conceição do Coité	1012009	01-01-2009
	2908507	Conceição do Jacuípe	1012009	01-01-2009
	2908606	Conde	1012009	01-01-2009
	2908705	Condeúba	1012009	01-01-2009
	2908804	Contendas do Sincorá	1012009	01-01-2009
	2908903	Coração de Maria	1012009	01-01-2009
	2909000	Cordeiros	1012009	01-01-2009
	2909109	Coribe	1012009	01-01-2009
	2909208	Coronel João Sá	1012009	01-01-2009
	2909307	Correntina	1012009	01-01-2009
	2909406	Cotegipe	1012009	01-01-2009
	2909505	Cravolândia	1012009	01-01-2009
	2909604	Crisópolis	1012009	01-01-2009
	2909703	Cristópolis	1012009	01-01-2009
	2909802	Cruz das Almas	1012009	01-01-2009
	2909901	Curaçá	1012009	01-01-2009
	2910008	Dário Meira	1012009	01-01-2009
	2910057	Dias d'Ávila	1012009	01-01-2009
	2910107	Dom Basílio	1012009	01-01-2009
	2910206	Dom Macedo Costa	1012009	01-01-2009
	2910305	Elísio Medrado	1012009	01-01-2009
	2910404	Encruzilhada	1012009	01-01-2009
	2910503	Entre Rios	1012009	01-01-2009
	2900504	Érico Cardoso	1012009	01-01-2009
	2910602	Esplanada	1012009	01-01-2009
	2910701	Euclides da Cunha	1012009	01-01-2009
	2910727	Eunápolis	1012009	01-01-2009
	2910750	Fátima	1012009	01-01-2009
	2910776	Feira da Mata	1012009	01-01-2009
	2910800	Feira de Santana	1012009	01-01-2009
	2910859	Filadélfia	1012009	01-01-2009
	2910909	Firmino Alves	1012009	01-01-2009
	2911006	Floresta Azul	1012009	01-01-2009
	2911105	Formosa do Rio Preto	1012009	01-01-2009
	2911204	Gandu	1012009	01-01-2009
	2911253	Gavião	1012009	01-01-2009
	2911303	Gentio do Ouro	1012009	01-01-2009
	2911402	Glória	1012009	01-01-2009
	2911501	Gongogi	1012009	01-01-2009
	2911600	Governador Mangabeira	1012009	01-01-2009
	2911659	Guajeru	1012009	01-01-2009
	2911709	Guanambi	1012009	01-01-2009
	2911808	Guaratinga	1012009	01-01-2009
	2911857	Heliópolis	1012009	01-01-2009
	2911907	Iaçu	1012009	01-01-2009
	2912004	Ibiassucê	1012009	01-01-2009
	2912103	Ibicaraí	1012009	01-01-2009
	2912202	Ibicoara	1012009	01-01-2009
	2912301	Ibicuí	1012009	01-01-2009
	2912400	Ibipeba	1012009	01-01-2009
	2912509	Ibipitanga	1012009	01-01-2009
	2912608	Ibiquera	1012009	01-01-2009
	2912707	Ibirapitanga	1012009	01-01-2009
	2912806	Ibirapuã	1012009	01-01-2009
	2912905	Ibirataia	1012009	01-01-2009
	2913002	Ibitiara	1012009	01-01-2009
	2913101	Ibititá	1012009	01-01-2009
	2913200	Ibotirama	1012009	01-01-2009
	2913309	Ichu	1012009	01-01-2009
	2913408	Igaporã	1012009	01-01-2009
	2913457	Igrapiúna	1012009	01-01-2009
	2913507	Iguaí	1012009	01-01-2009
	2913606	Ilhéus	1012009	01-01-2009
	2913705	Inhambupe	1012009	01-01-2009
	2913804	Ipecaetá	1012009	01-01-2009
	2913903	Ipiaú	1012009	01-01-2009
	2914000	Ipirá	1012009	01-01-2009
	2914109	Ipupiara	1012009	01-01-2009
	2914208	Irajuba	1012009	01-01-2009
	2914307	Iramaia	1012009	01-01-2009
	2914406	Iraquara	1012009	01-01-2009
