id	codigo	descricao	data_publicacao_fake	data_publicacao
	2600500	Águas Belas	1012009	01-01-2009
	2600609	Alagoinha	1012009	01-01-2009
	2600708	Aliança	1012009	01-01-2009
	2600807	Altinho	1012009	01-01-2009
	2600906	Amaraji	1012009	01-01-2009
	2601003	Angelim	1012009	01-01-2009
	2601052	Araçoiaba	1012009	01-01-2009
	2601102	Araripina	1012009	01-01-2009
	2601201	Arcoverde	1012009	01-01-2009
	2601300	Barra de Guabiraba	1012009	01-01-2009
	2601409	Barreiros	1012009	01-01-2009
	2601508	Belém de Maria	1012009	01-01-2009
	2601607	Belém de São Francisco	1012009	01-01-2009
	2601706	Belo Jardim	1012009	01-01-2009
	2601805	Betânia	1012009	01-01-2009
	2601904	Bezerros	1012009	01-01-2009
	2602001	Bodocó	1012009	01-01-2009
	2602100	Bom Conselho	1012009	01-01-2009
	2602209	Bom Jardim	1012009	01-01-2009
	2602308	Bonito	1012009	01-01-2009
	2602407	Brejão	1012009	01-01-2009
	2602506	Brejinho	1012009	01-01-2009
	2602605	Brejo da Madre de Deus	1012009	01-01-2009
	2602704	Buenos Aires	1012009	01-01-2009
	2602803	Buíque	1012009	01-01-2009
	2602902	Cabo de Santo Agostinho	1012009	01-01-2009
	2603009	Cabrobó	1012009	01-01-2009
	2603108	Cachoeirinha	1012009	01-01-2009
	2603207	Caetés	1012009	01-01-2009
	2603306	Calçado	1012009	01-01-2009
	2603405	Calumbi	1012009	01-01-2009
	2603454	Camaragibe	1012009	01-01-2009
	2603504	Camocim de São Félix	1012009	01-01-2009
	2603603	Camutanga	1012009	01-01-2009
	2603702	Canhotinho	1012009	01-01-2009
	2603801	Capoeiras	1012009	01-01-2009
	2603900	Carnaíba	1012009	01-01-2009
	2603926	Carnaubeira da Penha	1012009	01-01-2009
	2604007	Carpina	1012009	01-01-2009
	2604106	Caruaru	1012009	01-01-2009
	2604155	Casinhas	1012009	01-01-2009
	2604205	Catende	1012009	01-01-2009
	2604304	Cedro	1012009	01-01-2009
	2604403	Chã de Alegria	1012009	01-01-2009
	2604502	Chã Grande	1012009	01-01-2009
	2604601	Condado	1012009	01-01-2009
	2604700	Correntes	1012009	01-01-2009
	2604809	Cortês	1012009	01-01-2009
	2604908	Cumaru	1012009	01-01-2009
	2605004	Cupira	1012009	01-01-2009
	2605103	Custódia	1012009	01-01-2009
	2605152	Dormentes	1012009	01-01-2009
	2605202	Escada	1012009	01-01-2009
	2605301	Exu	1012009	01-01-2009
	2605400	Feira Nova	1012009	01-01-2009
	2605459	Fernando de Noronha	1012009	01-01-2009
	2605509	Ferreiros	1012009	01-01-2009
	2605608	Flores	1012009	01-01-2009
	2605707	Floresta	1012009	01-01-2009
	2605806	Frei Miguelinho	1012009	01-01-2009
	2605905	Gameleira	1012009	01-01-2009
	2606002	Garanhuns	1012009	01-01-2009
	2606101	Glória do Goitá	1012009	01-01-2009
	2606200	Goiana	1012009	01-01-2009
	2606309	Granito	1012009	01-01-2009
	2606408	Gravatá	1012009	01-01-2009
	2606507	Iati	1012009	01-01-2009
	2606606	Ibimirim	1012009	01-01-2009
	2606705	Ibirajuba	1012009	01-01-2009
	2606804	Igarassu	1012009	01-01-2009
	2606903	Iguaraci	1012009	01-01-2009
	2607604	Ilha de Itamaracá	1012009	01-01-2009
	2607000	Inajá	1012009	01-01-2009
	2607109	Ingazeira	1012009	01-01-2009
	2607208	Ipojuca	1012009	01-01-2009
	2607307	Ipubi	1012009	01-01-2009
	2607406	Itacuruba	1012009	01-01-2009
	2607505	Itaíba	1012009	01-01-2009
	2607653	Itambé	1012009	01-01-2009
	2607703	Itapetim	1012009	01-01-2009
	2607752	Itapissuma	1012009	01-01-2009
	2607802	Itaquitinga	1012009	01-01-2009
	2607901	Jaboatão dos Guararapes	1012009	01-01-2009
	2607950	Jaqueira	1012009	01-01-2009
	2608008	Jataúba	1012009	01-01-2009
	2608057	Jatobá	1012009	01-01-2009
	2608107	João Alfredo	1012009	01-01-2009
	2608206	Joaquim Nabuco	1012009	01-01-2009
	2608255	Jucati	1012009	01-01-2009
	2608305	Jupi	1012009	01-01-2009
	2608404	Jurema	1012009	01-01-2009
	2608453	Lagoa do Carro	1012009	01-01-2009
	2608503	Lagoa do Itaenga	1012009	01-01-2009
	2608602	Lagoa do Ouro	1012009	01-01-2009
	2608701	Lagoa dos Gatos	1012009	01-01-2009
	2608750	Lagoa Grande	1012009	01-01-2009
	2608800	Lajedo	1012009	01-01-2009
	2608909	Limoeiro	1012009	01-01-2009
	2609006	Macaparana	1012009	01-01-2009
	2609105	Machados	1012009	01-01-2009
	2609154	Manari	1012009	01-01-2009
	2609204	Maraial	1012009	01-01-2009
	2609303	Mirandiba	1012009	01-01-2009
	2614303	Moreilândia	1012009	01-01-2009
	2609402	Moreno	1012009	01-01-2009
	2609501	Nazaré da Mata	1012009	01-01-2009
	2609600	Olinda	1012009	01-01-2009
	2609709	Orobó	1012009	01-01-2009
	2609808	Orocó	1012009	01-01-2009
	2609907	Ouricuri	1012009	01-01-2009
	2610004	Palmares	1012009	01-01-2009
	2610103	Palmeirina	1012009	01-01-2009
	2610202	Panelas	1012009	01-01-2009
	2610301	Paranatama	1012009	01-01-2009
	2610400	Parnamirim	1012009	01-01-2009
	2610509	Passira	1012009	01-01-2009
	2610608	Paudalho	1012009	01-01-2009
	2610707	Paulista	1012009	01-01-2009
	2610806	Pedra	1012009	01-01-2009
	2610905	Pesqueira	1012009	01-01-2009
	2611002	Petrolândia	1012009	01-01-2009
	2611101	Petrolina	1012009	01-01-2009
	2611200	Poção	1012009	01-01-2009
	2611309	Pombos	1012009	01-01-2009
	2611408	Primavera	1012009	01-01-2009
	2611507	Quipapá	1012009	01-01-2009
	2611533	Quixaba	1012009	01-01-2009
	2611606	Recife	1012009	01-01-2009
	2611705	Riacho das Almas	1012009	01-01-2009
	2611804	Ribeirão	1012009	01-01-2009
	2611903	Rio Formoso	1012009	01-01-2009
	2612000	Sairé	1012009	01-01-2009
	2612109	Salgadinho	1012009	01-01-2009
	2612208	Salgueiro	1012009	01-01-2009
	2612307	Saloá	1012009	01-01-2009
	2612406	Sanharó	1012009	01-01-2009
	2612455	Santa Cruz	1012009	01-01-2009
	2612471	Santa Cruz da Baixa Verde	1012009	01-01-2009
	2612505	Santa Cruz do Capibaribe	1012009	01-01-2009
	2612554	Santa Filomena	1012009	01-01-2009
	2612604	Santa Maria da Boa Vista	1012009	01-01-2009
	2612703	Santa Maria do Cambucá	1012009	01-01-2009
	2612802	Santa Terezinha	1012009	01-01-2009
	2612901	São Benedito do Sul	1012009	01-01-2009
	2613008	São Bento do Una	1012009	01-01-2009
	2613107	São Caitano	1012009	01-01-2009
	2613206	São João	1012009	01-01-2009
	2613305	São Joaquim do Monte	1012009	01-01-2009
	2613404	São José da Coroa Grande	1012009	01-01-2009
	2613503	São José do Belmonte	1012009	01-01-2009
	2613602	São José do Egito	1012009	01-01-2009
	2613701	São Lourenço da Mata	1012009	01-01-2009
	2613800	São Vicente Ferrer	1012009	01-01-2009
	2613909	Serra Talhada	1012009	01-01-2009
	2614006	Serrita	1012009	01-01-2009
	2614105	Sertânia	1012009	01-01-2009
	2614204	Sirinhaém	1012009	01-01-2009
	2614402	Solidão	1012009	01-01-2009
	2614501	Surubim	1012009	01-01-2009
	2614600	Tabira	1012009	01-01-2009
	2614709	Tacaimbó	1012009	01-01-2009
	2614808	Tacaratu	1012009	01-01-2009
	2614857	Tamandaré	1012009	01-01-2009
	2615003	Taquaritinga do Norte	1012009	01-01-2009
	2615102	Terezinha	1012009	01-01-2009
	2615201	Terra Nova	1012009	01-01-2009
	2615300	Timbaúba	1012009	01-01-2009
	2615409	Toritama	1012009	01-01-2009
	2615508	Tracunhaém	1012009	01-01-2009
	2615607	Trindade	1012009	01-01-2009
	2615706	Triunfo	1012009	01-01-2009
	2615805	Tupanatinga	1012009	01-01-2009
	2615904	Tuparetama	1012009	01-01-2009
	2616001	Venturosa	1012009	01-01-2009
	2616100	Verdejante	1012009	01-01-2009
	2616183	Vertente do Lério	1012009	01-01-2009
	2616209	Vertentes	1012009	01-01-2009
	2616308	Vicência	1012009	01-01-2009
	2616407	Vitória de Santo Antão	1012009	01-01-2009
	2616506	Xexéu	1012009	01-01-2009
	2100055	Açailândia	1012009	01-01-2009
	2100105	Afonso Cunha	1012009	01-01-2009
	2100154	Água Doce do Maranhão	1012009	01-01-2009
	2100204	Alcântara	1012009	01-01-2009
	2100303	Aldeias Altas	1012009	01-01-2009
	2100402	Altamira do Maranhão	1012009	01-01-2009
	2100436	Alto Alegre do Maranhão	1012009	01-01-2009
	2100477	Alto Alegre do Pindaré	1012009	01-01-2009
	2100501	Alto Parnaíba	1012009	01-01-2009
	2100550	Amapá do Maranhão	1012009	01-01-2009
	2100600	Amarante do Maranhão	1012009	01-01-2009
	2100709	Anajatuba	1012009	01-01-2009
	2100808	Anapurus	1012009	01-01-2009
	2100832	Apicum-Açu	1012009	01-01-2009
	2100873	Araguanã	1012009	01-01-2009
	2100907	Araioses	1012009	01-01-2009
	2100956	Arame	1012009	01-01-2009
	2101004	Arari	1012009	01-01-2009
	2101103	Axixá	1012009	01-01-2009
	2101202	Bacabal	1012009	01-01-2009
	2101251	Bacabeira	1012009	01-01-2009
	2101301	Bacuri	1012009	01-01-2009
	2101350	Bacurituba	1012009	01-01-2009
	2101400	Balsas	1012009	01-01-2009
	2101509	Barão de Grajaú	1012009	01-01-2009
	2101608	Barra do Corda	1012009	01-01-2009
	2101707	Barreirinhas	1012009	01-01-2009
	2101772	Bela Vista do Maranhão	1012009	01-01-2009
	2101731	Belágua	1012009	01-01-2009
	2101806	Benedito Leite	1012009	01-01-2009
	2101905	Bequimão	1012009	01-01-2009
	2101939	Bernardo do Mearim	1012009	01-01-2009
	2101970	Boa Vista do Gurupi	1012009	01-01-2009
	2102002	Bom Jardim	1012009	01-01-2009
	2102036	Bom Jesus das Selvas	1012009	01-01-2009
	2102077	Bom Lugar	1012009	01-01-2009
	2102101	Brejo	1012009	01-01-2009
	2102150	Brejo de Areia	1012009	01-01-2009
	2102200	Buriti	1012009	01-01-2009
	2102309	Buriti Bravo	1012009	01-01-2009
	2102325	Buriticupu	1012009	01-01-2009
	2102358	Buritirana	1012009	01-01-2009
	2102374	Cachoeira Grande	1012009	01-01-2009
	2102408	Cajapió	1012009	01-01-2009
	2102507	Cajari	1012009	01-01-2009
	2102556	Campestre do Maranhão	1012009	01-01-2009
	2102606	Cândido Mendes	1012009	01-01-2009
	2102705	Cantanhede	1012009	01-01-2009
	2102754	Capinzal do Norte	1012009	01-01-2009
	2102804	Carolina	1012009	01-01-2009
	2102903	Carutapera	1012009	01-01-2009
	2103000	Caxias	1012009	01-01-2009
	2103109	Cedral	1012009	01-01-2009
	2103125	Central do Maranhão	1012009	01-01-2009
	2103158	Centro do Guilherme	1012009	01-01-2009
	2103174	Centro Novo do Maranhão	1012009	01-01-2009
	2103208	Chapadinha	1012009	01-01-2009
	2103257	Cidelândia	1012009	01-01-2009
	2103307	Codó	1012009	01-01-2009
	2103406	Coelho Neto	1012009	01-01-2009
	2103505	Colinas	1012009	01-01-2009
	2103554	Conceição do Lago-Açu	1012009	01-01-2009
	2103604	Coroatá	1012009	01-01-2009
	2103703	Cururupu	1012009	01-01-2009
	2103752	Davinópolis	1012009	01-01-2009
	2103802	Dom Pedro	1012009	01-01-2009
	2103901	Duque Bacelar	1012009	01-01-2009
	2104008	Esperantinópolis	1012009	01-01-2009
	2104057	Estreito	1012009	01-01-2009
	2104073	Feira Nova do Maranhão	1012009	01-01-2009
	2104081	Fernando Falcão	1012009	01-01-2009
	2104099	Formosa da Serra Negra	1012009	01-01-2009
	2104107	Fortaleza dos Nogueiras	1012009	01-01-2009
	2104206	Fortuna	1012009	01-01-2009
	2104305	Godofredo Viana	1012009	01-01-2009
	2104404	Gonçalves Dias	1012009	01-01-2009
	2104503	Governador Archer	1012009	01-01-2009
	2104552	Governador Edison Lobão	1012009	01-01-2009
	2104602	Governador Eugênio Barros	1012009	01-01-2009
	2104628	Governador Luiz Rocha	1012009	01-01-2009
	2104651	Governador Newton Bello	1012009	01-01-2009
	2104677	Governador Nunes Freire	1012009	01-01-2009
	2104701	Graça Aranha	1012009	01-01-2009
	2104800	Grajaú	1012009	01-01-2009
	2104909	Guimarães	1012009	01-01-2009
	2105005	Humberto de Campos	1012009	01-01-2009
	2105104	Icatu	1012009	01-01-2009
	2105153	Igarapé do Meio	1012009	01-01-2009
	2105203	Igarapé Grande	1012009	01-01-2009
	2105302	Imperatriz	1012009	01-01-2009
	2105351	Itaipava do Grajaú	1012009	01-01-2009
	2105401	Itapecuru Mirim	1012009	01-01-2009
	2105427	Itinga do Maranhão	1012009	01-01-2009
	2105450	Jatobá	1012009	01-01-2009
	2105476	Jenipapo dos Vieiras	1012009	01-01-2009
	2105500	João Lisboa	1012009	01-01-2009
	2105609	Joselândia	1012009	01-01-2009
	2105658	Junco do Maranhão	1012009	01-01-2009
	2105708	Lago da Pedra	1012009	01-01-2009
	2105807	Lago do Junco	1012009	01-01-2009
	2105948	Lago dos Rodrigues	1012009	01-01-2009
	2105906	Lago Verde	1012009	01-01-2009
	2105922	Lagoa do Mato	1012009	01-01-2009
	2105963	Lagoa Grande do Maranhão	1012009	01-01-2009
	2105989	Lajeado Novo	1012009	01-01-2009
	2106003	Lima Campos	1012009	01-01-2009
	2106102	Loreto	1012009	01-01-2009
	2106201	Luís Domingues	1012009	01-01-2009
	2106300	Magalhães de Almeida	1012009	01-01-2009
	2106326	Maracaçumé	1012009	01-01-2009
	2106359	Marajá do Sena	1012009	01-01-2009
	2106375	Maranhãozinho	1012009	01-01-2009
	2106409	Mata Roma	1012009	01-01-2009
	2106508	Matinha	1012009	01-01-2009
	2106607	Matões	1012009	01-01-2009
	2106631	Matões do Norte	1012009	01-01-2009
	2106672	Milagres do Maranhão	1012009	01-01-2009
	2106706	Mirador	1012009	01-01-2009
	2106755	Miranda do Norte	1012009	01-01-2009
	2106805	Mirinzal	1012009	01-01-2009
	2106904	Monção	1012009	01-01-2009
	2107001	Montes Altos	1012009	01-01-2009
	2107100	Morros	1012009	01-01-2009
	2107209	Nina Rodrigues	1012009	01-01-2009
	2107258	Nova Colinas	1012009	01-01-2009
	2107308	Nova Iorque	1012009	01-01-2009
	2107357	Nova Olinda do Maranhão	1012009	01-01-2009
	2107407	Olho d'Água das Cunhãs	1012009	01-01-2009
	2107456	Olinda Nova do Maranhão	1012009	01-01-2009
	2107506	Paço do Lumiar	1012009	01-01-2009
	2107605	Palmeirândia	1012009	01-01-2009
	2107704	Paraibano	1012009	01-01-2009
	2107803	Parnarama	1012009	01-01-2009
	2107902	Passagem Franca	1012009	01-01-2009
	2108009	Pastos Bons	1012009	01-01-2009
	2108058	Paulino Neves	1012009	01-01-2009
	2108108	Paulo Ramos	1012009	01-01-2009
	2108207	Pedreiras	1012009	01-01-2009
	2108256	Pedro do Rosário	1012009	01-01-2009
	2108306	Penalva	1012009	01-01-2009
	2108405	Peri Mirim	1012009	01-01-2009
	2108454	Peritoró	1012009	01-01-2009
	2108504	Pindaré-Mirim	1012009	01-01-2009
	2108603	Pinheiro	1012009	01-01-2009
	2108702	Pio XII	1012009	01-01-2009
	2108801	Pirapemas	1012009	01-01-2009
	2108900	Poção de Pedras	1012009	01-01-2009
	2109007	Porto Franco	1012009	01-01-2009
	2109056	Porto Rico do Maranhão	1012009	01-01-2009
	2109106	Presidente Dutra	1012009	01-01-2009
	2109205	Presidente Juscelino	1012009	01-01-2009
	2109239	Presidente Médici	1012009	01-01-2009
	2109270	Presidente Sarney	1012009	01-01-2009
	2109304	Presidente Vargas	1012009	01-01-2009
	2109403	Primeira Cruz	1012009	01-01-2009
	2109452	Raposa	1012009	01-01-2009
	2109502	Riachão	1012009	01-01-2009
	2109551	Ribamar Fiquene	1012009	01-01-2009
	2109601	Rosário	1012009	01-01-2009
	2109700	Sambaíba	1012009	01-01-2009
	2109759	Santa Filomena do Maranhão	1012009	01-01-2009
	2109809	Santa Helena	1012009	01-01-2009
	2109908	Santa Inês	1012009	01-01-2009
	2110005	Santa Luzia	1012009	01-01-2009
	2110039	Santa Luzia do Paruá	1012009	01-01-2009
	2110104	Santa Quitéria do Maranhão	1012009	01-01-2009
	2110203	Santa Rita	1012009	01-01-2009
	2110237	Santana do Maranhão	1012009	01-01-2009
	2110278	Santo Amaro do Maranhão	1012009	01-01-2009
	2110302	Santo Antônio dos Lopes	1012009	01-01-2009
	2110401	São Benedito do Rio Preto	1012009	01-01-2009
	2110500	São Bento	1012009	01-01-2009
	2110609	São Bernardo	1012009	01-01-2009
	2110658	São Domingos do Azeitão	1012009	01-01-2009
	2110708	São Domingos do Maranhão	1012009	01-01-2009
	2110807	São Félix de Balsas	1012009	01-01-2009
	2110856	São Francisco do Brejão	1012009	01-01-2009
	2110906	São Francisco do Maranhão	1012009	01-01-2009
	2111003	São João Batista	1012009	01-01-2009
	2111029	São João do Carú	1012009	01-01-2009
	2111052	São João do Paraíso	1012009	01-01-2009
	2111078	São João do Soter	1012009	01-01-2009
	2111102	São João dos Patos	1012009	01-01-2009
	2111201	São José de Ribamar	1012009	01-01-2009
	2111250	São José dos Basílios	1012009	01-01-2009
	2111300	São Luís	1012009	01-01-2009
	2111409	São Luís Gonzaga do Maranhão	1012009	01-01-2009
	2111508	São Mateus do Maranhão	1012009	01-01-2009
	2111532	São Pedro da Água Branca	1012009	01-01-2009
	2111573	São Pedro dos Crentes	1012009	01-01-2009
	2111607	São Raimundo das Mangabeiras	1012009	01-01-2009
	2111631	São Raimundo do Doca Bezerra	1012009	01-01-2009
	2111672	São Roberto	1012009	01-01-2009
	2111706	São Vicente Ferrer	1012009	01-01-2009
	2111722	Satubinha	1012009	01-01-2009
	2111748	Senador Alexandre Costa	1012009	01-01-2009
	2111763	Senador La Rocque	1012009	01-01-2009
	2111789	Serrano do Maranhão	1012009	01-01-2009
	2111805	Sítio Novo	1012009	01-01-2009
	2111904	Sucupira do Norte	1012009	01-01-2009
	2111953	Sucupira do Riachão	1012009	01-01-2009
	2112001	Tasso Fragoso	1012009	01-01-2009
	2112100	Timbiras	1012009	01-01-2009
	2112209	Timon	1012009	01-01-2009
	2112233	Trizidela do Vale	1012009	01-01-2009
	2112274	Tufilândia	1012009	01-01-2009
	2112308	Tuntum	1012009	01-01-2009
	2112407	Turiaçu	1012009	01-01-2009
	2112456	Turilândia	1012009	01-01-2009
	2112506	Tutóia	1012009	01-01-2009
	2112605	Urbano Santos	1012009	01-01-2009
	2112704	Vargem Grande	1012009	01-01-2009
	2112803	Viana	1012009	01-01-2009
	2112852	Vila Nova dos Martírios	1012009	01-01-2009
	2112902	Vitória do Mearim	1012009	01-01-2009
	2113009	Vitorino Freire	1012009	01-01-2009
	2114007	Zé Doca	1012009	01-01-2009
	2200053	Acauã	1012009	01-01-2009
	2200103	Agricolândia	1012009	01-01-2009
	2200202	Água Branca	1012009	01-01-2009
	2200251	Alagoinha do Piauí	1012009	01-01-2009
	2200277	Alegrete do Piauí	1012009	01-01-2009
	2200301	Alto Longá	1012009	01-01-2009
	2200400	Altos	1012009	01-01-2009
	2200459	Alvorada do Gurguéia	1012009	01-01-2009
	2200509	Amarante	1012009	01-01-2009
	2200608	Angical do Piauí	1012009	01-01-2009
	2200707	Anísio de Abreu	1012009	01-01-2009
	2200806	Antônio Almeida	1012009	01-01-2009
	2200905	Aroazes	1012009	01-01-2009
	2200954	Aroeiras do Itaim	1012009	01-01-2009
	2201002	Arraial	1012009	01-01-2009
	2201051	Assunção do Piauí	1012009	01-01-2009
	2201101	Avelino Lopes	1012009	01-01-2009
	2201150	Baixa Grande do Ribeiro	1012009	01-01-2009
	2201176	Barra D'Alcântara	1012009	01-01-2009
	2201200	Barras	1012009	01-01-2009
	2201309	Barreiras do Piauí	1012009	01-01-2009
	2201408	Barro Duro	1012009	01-01-2009
	2201507	Batalha	1012009	01-01-2009
	2201556	Bela Vista do Piauí	1012009	01-01-2009
	2201572	Belém do Piauí	1012009	01-01-2009
	2201606	Beneditinos	1012009	01-01-2009
	2201705	Bertolínia	1012009	01-01-2009
	2201739	Betânia do Piauí	1012009	01-01-2009
	2201770	Boa Hora	1012009	01-01-2009
	2201804	Bocaina	1012009	01-01-2009
	2201903	Bom Jesus	1012009	01-01-2009
	2201919	Bom Princípio do Piauí	1012009	01-01-2009
	2201929	Bonfim do Piauí	1012009	01-01-2009
	2201945	Boqueirão do Piauí	1012009	01-01-2009
	2201960	Brasileira	1012009	01-01-2009
	2201988	Brejo do Piauí	1012009	01-01-2009
	2202000	Buriti dos Lopes	1012009	01-01-2009
	2202026	Buriti dos Montes	1012009	01-01-2009
	2202059	Cabeceiras do Piauí	1012009	01-01-2009
	2202075	Cajazeiras do Piauí	1012009	01-01-2009
	2202083	Cajueiro da Praia	1012009	01-01-2009
	2202091	Caldeirão Grande do Piauí	1012009	01-01-2009
	2202109	Campinas do Piauí	1012009	01-01-2009
	2202117	Campo Alegre do Fidalgo	1012009	01-01-2009
	2202133	Campo Grande do Piauí	1012009	01-01-2009
	2202174	Campo Largo do Piauí	1012009	01-01-2009
	2202208	Campo Maior	1012009	01-01-2009
	2202251	Canavieira	1012009	01-01-2009
	2202307	Canto do Buriti	1012009	01-01-2009
	2202406	Capitão de Campos	1012009	01-01-2009
	2202455	Capitão Gervásio Oliveira	1012009	01-01-2009
	2202505	Caracol	1012009	01-01-2009
	2202539	Caraúbas do Piauí	1012009	01-01-2009
	2202554	Caridade do Piauí	1012009	01-01-2009
	2202604	Castelo do Piauí	1012009	01-01-2009
	2202653	Caxingó	1012009	01-01-2009
	2202703	Cocal	1012009	01-01-2009
	2202711	Cocal de Telha	1012009	01-01-2009
	2202729	Cocal dos Alves	1012009	01-01-2009
	2202737	Coivaras	1012009	01-01-2009
	2202752	Colônia do Gurguéia	1012009	01-01-2009
	2202778	Colônia do Piauí	1012009	01-01-2009
	2202802	Conceição do Canindé	1012009	01-01-2009
	2202851	Coronel José Dias	1012009	01-01-2009
	2202901	Corrente	1012009	01-01-2009
	2203008	Cristalândia do Piauí	1012009	01-01-2009
	2203107	Cristino Castro	1012009	01-01-2009
	2203206	Curimatá	1012009	01-01-2009
	2203230	Currais	1012009	01-01-2009
	2203271	Curral Novo do Piauí	1012009	01-01-2009
	2203255	Curralinhos	1012009	01-01-2009
	2203305	Demerval Lobão	1012009	01-01-2009
	2203354	Dirceu Arcoverde	1012009	01-01-2009
	2203404	Dom Expedito Lopes	1012009	01-01-2009
	2203453	Dom Inocêncio	1012009	01-01-2009
	2203420	Domingos Mourão	1012009	01-01-2009
	2203503	Elesbão Veloso	1012009	01-01-2009
	2203602	Eliseu Martins	1012009	01-01-2009
	2203701	Esperantina	1012009	01-01-2009
	2203750	Fartura do Piauí	1012009	01-01-2009
	2203800	Flores do Piauí	1012009	01-01-2009
	2203859	Floresta do Piauí	1012009	01-01-2009
	2203909	Floriano	1012009	01-01-2009
	2204006	Francinópolis	1012009	01-01-2009
	2204105	Francisco Ayres	1012009	01-01-2009
	2204154	Francisco Macedo	1012009	01-01-2009
	2204204	Francisco Santos	1012009	01-01-2009
	2204303	Fronteiras	1012009	01-01-2009
	2204352	Geminiano	1012009	01-01-2009
	2204402	Gilbués	1012009	01-01-2009
	2204501	Guadalupe	1012009	01-01-2009
	2204550	Guaribas	1012009	01-01-2009
	2204600	Hugo Napoleão	1012009	01-01-2009
	2204659	Ilha Grande	1012009	01-01-2009
	2204709	Inhuma	1012009	01-01-2009
	2204808	Ipiranga do Piauí	1012009	01-01-2009
	2204907	Isaías Coelho	1012009	01-01-2009
	2205003	Itainópolis	1012009	01-01-2009
	2205102	Itaueira	1012009	01-01-2009
	2205151	Jacobina do Piauí	1012009	01-01-2009
	2205201	Jaicós	1012009	01-01-2009
	2205250	Jardim do Mulato	1012009	01-01-2009
	2205276	Jatobá do Piauí	1012009	01-01-2009
	2205300	Jerumenha	1012009	01-01-2009
	2205359	João Costa	1012009	01-01-2009
	2205409	Joaquim Pires	1012009	01-01-2009
	2205458	Joca Marques	1012009	01-01-2009
	2205508	José de Freitas	1012009	01-01-2009
	2205516	Juazeiro do Piauí	1012009	01-01-2009
	2205524	Júlio Borges	1012009	01-01-2009
	2205532	Jurema	1012009	01-01-2009
	2205557	Lagoa Alegre	1012009	01-01-2009
	2205573	Lagoa de São Francisco	1012009	01-01-2009
	2205565	Lagoa do Barro do Piauí	1012009	01-01-2009
	2205581	Lagoa do Piauí	1012009	01-01-2009
	2205599	Lagoa do Sítio	1012009	01-01-2009
	2205540	Lagoinha do Piauí	1012009	01-01-2009
	2205607	Landri Sales	1012009	01-01-2009
	2205706	Luís Correia	1012009	01-01-2009
	2205805	Luzilândia	1012009	01-01-2009
	2205854	Madeiro	1012009	01-01-2009
	2205904	Manoel Emídio	1012009	01-01-2009
	2205953	Marcolândia	1012009	01-01-2009
	2206001	Marcos Parente	1012009	01-01-2009
	2206050	Massapê do Piauí	1012009	01-01-2009
	2206100	Matias Olímpio	1012009	01-01-2009
	2206209	Miguel Alves	1012009	01-01-2009
	2206308	Miguel Leão	1012009	01-01-2009
	2206357	Milton Brandão	1012009	01-01-2009
	2206407	Monsenhor Gil	1012009	01-01-2009
	2206506	Monsenhor Hipólito	1012009	01-01-2009
	2206605	Monte Alegre do Piauí	1012009	01-01-2009
	2206654	Morro Cabeça no Tempo	1012009	01-01-2009
	2206670	Morro do Chapéu do Piauí	1012009	01-01-2009
	2206696	Murici dos Portelas	1012009	01-01-2009
	2206704	Nazaré do Piauí	1012009	01-01-2009
	2206753	Nossa Senhora de Nazaré	1012009	01-01-2009
	2206803	Nossa Senhora dos Remédios	1012009	01-01-2009
	2207959	Nova Santa Rita	1012009	01-01-2009
	2206902	Novo Oriente do Piauí	1012009	01-01-2009
	2206951	Novo Santo Antônio	1012009	01-01-2009
	2207009	Oeiras	1012009	01-01-2009
	2207108	Olho D'Água do Piauí	1012009	01-01-2009
	2207207	Padre Marcos	1012009	01-01-2009
	2207306	Paes Landim	1012009	01-01-2009
	2207355	Pajeú do Piauí	1012009	01-01-2009
	2207405	Palmeira do Piauí	1012009	01-01-2009
	2207504	Palmeirais	1012009	01-01-2009
	2207553	Paquetá	1012009	01-01-2009
	2207603	Parnaguá	1012009	01-01-2009
	2207702	Parnaíba	1012009	01-01-2009
	2207751	Passagem Franca do Piauí	1012009	01-01-2009
	2207777	Patos do Piauí	1012009	01-01-2009
	2207793	Pau D'Arco do Piauí	1012009	01-01-2009
	2207801	Paulistana	1012009	01-01-2009
	2207850	Pavussu	1012009	01-01-2009
	2207900	Pedro II	1012009	01-01-2009
	2207934	Pedro Laurentino	1012009	01-01-2009
	2208007	Picos	1012009	01-01-2009
	2208106	Pimenteiras	1012009	01-01-2009
	2208205	Pio IX	1012009	01-01-2009
	2208304	Piracuruca	1012009	01-01-2009
	2208403	Piripiri	1012009	01-01-2009
	2208502	Porto	1012009	01-01-2009
	2208551	Porto Alegre do Piauí	1012009	01-01-2009
	2208601	Prata do Piauí	1012009	01-01-2009
	2208650	Queimada Nova	1012009	01-01-2009
	2208700	Redenção do Gurguéia	1012009	01-01-2009
	2208809	Regeneração	1012009	01-01-2009
	2208858	Riacho Frio	1012009	01-01-2009
	2208874	Ribeira do Piauí	1012009	01-01-2009
	2208908	Ribeiro Gonçalves	1012009	01-01-2009
	2209005	Rio Grande do Piauí	1012009	01-01-2009
	2209104	Santa Cruz do Piauí	1012009	01-01-2009
	2209153	Santa Cruz dos Milagres	1012009	01-01-2009
	2209203	Santa Filomena	1012009	01-01-2009
	2209302	Santa Luz	1012009	01-01-2009
	2209377	Santa Rosa do Piauí	1012009	01-01-2009
