codigo,unidade,data_publicacao,descricao_unidade,id
96034090,UN,2016-01-01,Unidade,
96035000,UN,2016-01-01,Unidade,
96039000,UN,2016-01-01,Unidade,
96040000,UN,2016-01-01,Unidade,
96050000,UN,2016-01-01,Unidade,
96061000,KG,2016-01-01,Quilograma,
96062100,KG,2016-01-01,Quilograma,
96062200,KG,2016-01-01,Quilograma,
96062900,KG,2016-01-01,Quilograma,
96063000,KG,2016-01-01,Quilograma,
96071100,KG,2016-01-01,Quilograma,
96071900,KG,2016-01-01,Quilograma,
96072000,KG,2016-01-01,Quilograma,
96081000,UN,2016-01-01,Unidade,
96082000,UN,2016-01-01,Unidade,
96083000,UN,2016-01-01,Unidade,
96084000,UN,2016-01-01,Unidade,
96085000,UN,2016-01-01,Unidade,
96086000,UN,2016-01-01,Unidade,
96089100,UN,2016-01-01,Unidade,
96089981,KG,2016-01-01,Quilograma,
96089989,KG,2016-01-01,Quilograma,
96089990,KG,2016-01-01,Quilograma,
96091000,KG,2016-01-01,Quilograma,
96092000,KG,2016-01-01,Quilograma,
96099000,KG,2016-01-01,Quilograma,
96100000,KG,2016-01-01,Quilograma,
96110000,KG,2016-01-01,Quilograma,
96121011,UN,2016-01-01,Unidade,
96121012,UN,2016-01-01,Unidade,
96121013,UN,2016-01-01,Unidade,
96121019,UN,2016-01-01,Unidade,
96121090,UN,2016-01-01,Unidade,
96122000,UN,2016-01-01,Unidade,
96131000,UN,2016-01-01,Unidade,
96132000,UN,2016-01-01,Unidade,
96138000,UN,2016-01-01,Unidade,
96139000,KG,2016-01-01,Quilograma,
96140000,KG,2016-01-01,Quilograma,
96151100,KG,2016-01-01,Quilograma,
96151900,KG,2016-01-01,Quilograma,
96159000,KG,2016-01-01,Quilograma,
96161000,KG,2016-01-01,Quilograma,
96162000,KG,2016-01-01,Quilograma,
96170010,KG,2016-01-01,Quilograma,
96170020,KG,2016-01-01,Quilograma,
96180000,KG,2016-01-01,Quilograma,
96190000,KG,2016-01-01,Quilograma,
96200000,KG,01-01-2017,Quilograma,
97011000,UN,2016-01-01,Unidade,
97019000,KG,2016-01-01,Quilograma,
97020000,UN,2016-01-01,Unidade,
97030000,UN,2016-01-01,Unidade,
97040000,KG,2016-01-01,Quilograma,
97050000,KG,2016-01-01,Quilograma,
97060000,KG,2016-01-01,Quilograma,
99980101,KG,2016-01-01,Quilograma,
99980102,KG,2016-01-01,Quilograma,
99980201,KG,2016-01-01,Quilograma,
99980202,KG,2016-01-01,Quilograma,
