codigo,unidade,data_publicacao,descricao_unidade,id
60041044,KG,2016-01-01,Quilograma,
60041091,KG,2016-01-01,Quilograma,
60041092,KG,2016-01-01,Quilograma,
60041093,KG,2016-01-01,Quilograma,
60041094,KG,2016-01-01,Quilograma,
60049010,KG,2016-01-01,Quilograma,
60049030,KG,2016-01-01,Quilograma,
60049040,KG,2016-01-01,Quilograma,
60049090,KG,2016-01-01,Quilograma,
60052100,KG,2016-01-01,Quilograma,
60052200,KG,2016-01-01,Quilograma,
60052300,KG,2016-01-01,Quilograma,
60052400,KG,2016-01-01,Quilograma,
60053500,KG,01-01-2017,Quilograma,
60053600,KG,01-01-2017,Quilograma,
60053700,KG,01-01-2017,Quilograma,
60053800,KG,01-01-2017,Quilograma,
60053900,KG,01-01-2017,Quilograma,
60054100,KG,2016-01-01,Quilograma,
60054200,KG,2016-01-01,Quilograma,
60054300,KG,2016-01-01,Quilograma,
60054400,KG,2016-01-01,Quilograma,
60059010,KG,2016-01-01,Quilograma,
60059090,KG,2016-01-01,Quilograma,
60061000,KG,2016-01-01,Quilograma,
60062100,KG,2016-01-01,Quilograma,
60062200,KG,2016-01-01,Quilograma,
60062300,KG,2016-01-01,Quilograma,
60062400,KG,2016-01-01,Quilograma,
60063110,KG,2016-01-01,Quilograma,
60063120,KG,2016-01-01,Quilograma,
60063130,KG,2016-01-01,Quilograma,
60063190,KG,2016-01-01,Quilograma,
60063210,KG,2016-01-01,Quilograma,
60063220,KG,2016-01-01,Quilograma,
60063230,KG,2016-01-01,Quilograma,
60063290,KG,2016-01-01,Quilograma,
60063310,KG,2016-01-01,Quilograma,
60063320,KG,2016-01-01,Quilograma,
60063330,KG,2016-01-01,Quilograma,
60063390,KG,2016-01-01,Quilograma,
60063410,KG,2016-01-01,Quilograma,
60063420,KG,2016-01-01,Quilograma,
60063430,KG,2016-01-01,Quilograma,
60063490,KG,2016-01-01,Quilograma,
60064100,KG,2016-01-01,Quilograma,
60064200,KG,2016-01-01,Quilograma,
60064300,KG,2016-01-01,Quilograma,
60064400,KG,2016-01-01,Quilograma,
60069000,KG,2016-01-01,Quilograma,
61012000,UN,2016-01-01,Unidade,
61013000,UN,2016-01-01,Unidade,
61019010,UN,2016-01-01,Unidade,
61019090,UN,2016-01-01,Unidade,
61021000,UN,2016-01-01,Unidade,
61022000,UN,2016-01-01,Unidade,
61023000,UN,2016-01-01,Unidade,
61029000,UN,2016-01-01,Unidade,
61031010,UN,2016-01-01,Unidade,
61031020,UN,2016-01-01,Unidade,
61031090,UN,2016-01-01,Unidade,
61032200,UN,2016-01-01,Unidade,
61032300,UN,2016-01-01,Unidade,
61032910,UN,2016-01-01,Unidade,
61032990,UN,2016-01-01,Unidade,
61033100,UN,2016-01-01,Unidade,
61033200,UN,2016-01-01,Unidade,
61033300,UN,2016-01-01,Unidade,
61033900,UN,2016-01-01,Unidade,
61034100,UN,2016-01-01,Unidade,
61034200,UN,2016-01-01,Unidade,
61034300,UN,2016-01-01,Unidade,
61034900,UN,2016-01-01,Unidade,
61041300,UN,2016-01-01,Unidade,
61041910,UN,2016-01-01,Unidade,
61041920,UN,2016-01-01,Unidade,
61041990,UN,2016-01-01,Unidade,
61042200,UN,2016-01-01,Unidade,
61042300,UN,2016-01-01,Unidade,
61042910,UN,2016-01-01,Unidade,
61042990,UN,2016-01-01,Unidade,
61043100,UN,2016-01-01,Unidade,
61043200,UN,2016-01-01,Unidade,
61043300,UN,2016-01-01,Unidade,
61043900,UN,2016-01-01,Unidade,
61044100,UN,2016-01-01,Unidade,
61044200,UN,2016-01-01,Unidade,
61044300,UN,2016-01-01,Unidade,
61044400,UN,2016-01-01,Unidade,
61044900,UN,2016-01-01,Unidade,
61045100,UN,2016-01-01,Unidade,
61045200,UN,2016-01-01,Unidade,
61045300,UN,2016-01-01,Unidade,
61045900,UN,2016-01-01,Unidade,
61046100,UN,2016-01-01,Unidade,
61046200,UN,2016-01-01,Unidade,
61046300,UN,2016-01-01,Unidade,
61046900,UN,2016-01-01,Unidade,
61051000,UN,2016-01-01,Unidade,
61052000,UN,2016-01-01,Unidade,
61059000,UN,2016-01-01,Unidade,
61061000,UN,2016-01-01,Unidade,
61062000,UN,2016-01-01,Unidade,
61069000,UN,2016-01-01,Unidade,
61071100,UN,2016-01-01,Unidade,
61071200,UN,2016-01-01,Unidade,
61071900,UN,2016-01-01,Unidade,
61072100,UN,2016-01-01,Unidade,
61072200,UN,2016-01-01,Unidade,
61072900,UN,2016-01-01,Unidade,
61079100,UN,2016-01-01,Unidade,
61079910,UN,2016-01-01,Unidade,
61079990,UN,2016-01-01,Unidade,
61081100,UN,2016-01-01,Unidade,
61081900,UN,2016-01-01,Unidade,
61082100,UN,2016-01-01,Unidade,
61082200,UN,2016-01-01,Unidade,
61082900,UN,2016-01-01,Unidade,
61083100,UN,2016-01-01,Unidade,
61083200,UN,2016-01-01,Unidade,
61083900,UN,2016-01-01,Unidade,
61089100,UN,2016-01-01,Unidade,
61089200,UN,2016-01-01,Unidade,
61089900,UN,2016-01-01,Unidade,
61091000,UN,2016-01-01,Unidade,
61099000,UN,2016-01-01,Unidade,
61101100,UN,2016-01-01,Unidade,
61101200,UN,2016-01-01,Unidade,
61101900,UN,2016-01-01,Unidade,
61102000,UN,2016-01-01,Unidade,
61103000,UN,2016-01-01,Unidade,
61109000,UN,2016-01-01,Unidade,
61112000,UN,2016-01-01,Unidade,
61113000,UN,2016-01-01,Unidade,
61119010,UN,2016-01-01,Unidade,
61119090,UN,2016-01-01,Unidade,
61121100,UN,2016-01-01,Unidade,
61121200,UN,2016-01-01,Unidade,
61121900,UN,2016-01-01,Unidade,
61122000,UN,2016-01-01,Unidade,
61123100,UN,2016-01-01,Unidade,
61123900,UN,2016-01-01,Unidade,
61124100,UN,2016-01-01,Unidade,
61124900,UN,2016-01-01,Unidade,
61130000,UN,2016-01-01,Unidade,
61142000,UN,2016-01-01,Unidade,
61143000,UN,2016-01-01,Unidade,
61149010,UN,2016-01-01,Unidade,
61149090,UN,2016-01-01,Unidade,
61151011,UN,2016-01-01,Unidade,
61151012,UN,2016-01-01,Unidade,
61151013,UN,2016-01-01,Unidade,
61151014,UN,2016-01-01,Unidade,
61151019,UN,2016-01-01,Unidade,
61151021,PARES,2016-01-01,Pares,
61151022,PARES,2016-01-01,Pares,
61151029,PARES,2016-01-01,Pares,
61151091,PARES,2016-01-01,Pares,
61151092,PARES,2016-01-01,Pares,
61151093,PARES,2016-01-01,Pares,
61151099,PARES,2016-01-01,Pares,
61152100,UN,2016-01-01,Unidade,
61152200,UN,2016-01-01,Unidade,
61152910,UN,2016-01-01,Unidade,
61152920,UN,2016-01-01,Unidade,
61152990,UN,2016-01-01,Unidade,
61153010,PARES,2016-01-01,Pares,
61153020,PARES,2016-01-01,Pares,
61153090,PARES,2016-01-01,Pares,
61159400,PARES,2016-01-01,Pares,
61159500,PARES,2016-01-01,Pares,
61159600,PARES,2016-01-01,Pares,
61159900,PARES,2016-01-01,Pares,
61161000,PARES,2016-01-01,Pares,
61169100,PARES,2016-01-01,Pares,
61169200,PARES,2016-01-01,Pares,
61169300,PARES,2016-01-01,Pares,
61169900,PARES,2016-01-01,Pares,
61171000,UN,2016-01-01,Unidade,
61178010,KG,2016-01-01,Quilograma,
61178090,KG,2016-01-01,Quilograma,
61179000,KG,2016-01-01,Quilograma,
62011100,UN,2016-01-01,Unidade,
62011200,UN,2016-01-01,Unidade,
62011300,UN,2016-01-01,Unidade,
62011900,UN,2016-01-01,Unidade,
62019100,UN,2016-01-01,Unidade,
62019200,UN,2016-01-01,Unidade,
62019300,UN,2016-01-01,Unidade,
62019900,UN,2016-01-01,Unidade,
62021100,UN,2016-01-01,Unidade,
62021200,UN,2016-01-01,Unidade,
62021300,UN,2016-01-01,Unidade,
62021900,UN,2016-01-01,Unidade,
62029100,UN,2016-01-01,Unidade,
62029200,UN,2016-01-01,Unidade,
62029300,UN,2016-01-01,Unidade,
62029900,UN,2016-01-01,Unidade,
62031100,UN,2016-01-01,Unidade,
62031200,UN,2016-01-01,Unidade,
62031900,UN,2016-01-01,Unidade,
62032200,UN,2016-01-01,Unidade,
62032300,UN,2016-01-01,Unidade,
62032910,UN,2016-01-01,Unidade,
62032990,UN,2016-01-01,Unidade,
62033100,UN,2016-01-01,Unidade,
62033200,UN,2016-01-01,Unidade,
62033300,UN,2016-01-01,Unidade,
62033900,UN,2016-01-01,Unidade,
62034100,UN,2016-01-01,Unidade,
62034200,UN,2016-01-01,Unidade,
62034300,UN,2016-01-01,Unidade,
62034900,UN,2016-01-01,Unidade,
62041100,UN,2016-01-01,Unidade,
62041200,UN,2016-01-01,Unidade,
62041300,UN,2016-01-01,Unidade,
62041900,UN,2016-01-01,Unidade,
62042100,UN,2016-01-01,Unidade,
62042200,UN,2016-01-01,Unidade,
62042300,UN,2016-01-01,Unidade,
62042900,UN,2016-01-01,Unidade,
62043100,UN,2016-01-01,Unidade,
62043200,UN,2016-01-01,Unidade,
62043300,UN,2016-01-01,Unidade,
62043900,UN,2016-01-01,Unidade,
62044100,UN,2016-01-01,Unidade,
62044200,UN,2016-01-01,Unidade,
62044300,UN,2016-01-01,Unidade,
62044400,UN,2016-01-01,Unidade,
62044900,UN,2016-01-01,Unidade,
62045100,UN,2016-01-01,Unidade,
62045200,UN,2016-01-01,Unidade,
62045300,UN,2016-01-01,Unidade,
62045900,UN,2016-01-01,Unidade,
62046100,UN,2016-01-01,Unidade,
62046200,UN,2016-01-01,Unidade,
62046300,UN,2016-01-01,Unidade,
62046900,UN,2016-01-01,Unidade,
62052000,UN,2016-01-01,Unidade,
62053000,UN,2016-01-01,Unidade,
62059010,UN,2016-01-01,Unidade,
62059090,UN,2016-01-01,Unidade,
62061000,UN,2016-01-01,Unidade,
62062000,UN,2016-01-01,Unidade,
62063000,UN,2016-01-01,Unidade,
62064000,UN,2016-01-01,Unidade,
62069000,UN,2016-01-01,Unidade,
62071100,UN,2016-01-01,Unidade,
62071900,UN,2016-01-01,Unidade,
62072100,UN,2016-01-01,Unidade,
62072200,UN,2016-01-01,Unidade,
62072900,UN,2016-01-01,Unidade,
62079100,UN,2016-01-01,Unidade,
62079910,UN,2016-01-01,Unidade,
62079990,UN,2016-01-01,Unidade,
62081100,UN,2016-01-01,Unidade,
62081900,UN,2016-01-01,Unidade,
62082100,UN,2016-01-01,Unidade,
62082200,UN,2016-01-01,Unidade,
62082900,UN,2016-01-01,Unidade,
62089100,UN,2016-01-01,Unidade,
62089200,UN,2016-01-01,Unidade,
62089900,UN,2016-01-01,Unidade,
62092000,UN,2016-01-01,Unidade,
62093000,UN,2016-01-01,Unidade,
62099010,UN,2016-01-01,Unidade,
62099090,UN,2016-01-01,Unidade,
62101000,UN,2016-01-01,Unidade,
62102000,UN,2016-01-01,Unidade,
62103000,UN,2016-01-01,Unidade,
62104000,UN,2016-01-01,Unidade,
62105000,UN,2016-01-01,Unidade,
62111100,UN,2016-01-01,Unidade,
62111200,UN,2016-01-01,Unidade,
62112000,UN,2016-01-01,Unidade,
62113200,UN,2016-01-01,Unidade,
62113300,UN,2016-01-01,Unidade,
62113910,UN,2016-01-01,Unidade,
62113990,UN,2016-01-01,Unidade,
62114200,UN,2016-01-01,Unidade,
62114300,UN,2016-01-01,Unidade,
62114900,UN,2016-01-01,Unidade,
62121000,UN,2016-01-01,Unidade,
62122000,UN,2016-01-01,Unidade,
62123000,UN,2016-01-01,Unidade,
62129000,UN,2016-01-01,Unidade,
62132000,UN,2016-01-01,Unidade,
62139010,UN,2016-01-01,Unidade,
62139090,UN,2016-01-01,Unidade,
62141000,UN,2016-01-01,Unidade,
62142000,UN,2016-01-01,Unidade,
62143000,UN,2016-01-01,Unidade,
62144000,UN,2016-01-01,Unidade,
62149010,UN,2016-01-01,Unidade,
62149090,UN,2016-01-01,Unidade,
62151000,UN,2016-01-01,Unidade,
62152000,UN,2016-01-01,Unidade,
62159000,UN,2016-01-01,Unidade,
62160000,PARES,2016-01-01,Pares,
62171000,KG,2016-01-01,Quilograma,
62179000,KG,2016-01-01,Quilograma,
63011000,UN,2016-01-01,Unidade,
63012000,KG,2016-01-01,Quilograma,
63013000,KG,2016-01-01,Quilograma,
63014000,KG,2016-01-01,Quilograma,
63019000,KG,2016-01-01,Quilograma,
63021000,KG,2016-01-01,Quilograma,
63022100,KG,2016-01-01,Quilograma,
63022200,KG,2016-01-01,Quilograma,
63022900,KG,2016-01-01,Quilograma,
63023100,KG,2016-01-01,Quilograma,
63023200,KG,2016-01-01,Quilograma,
63023900,KG,2016-01-01,Quilograma,
63024000,KG,2016-01-01,Quilograma,
63025100,KG,2016-01-01,Quilograma,
63025300,KG,2016-01-01,Quilograma,
63025910,KG,2016-01-01,Quilograma,
63025990,KG,2016-01-01,Quilograma,
63026000,KG,2016-01-01,Quilograma,
63029100,KG,2016-01-01,Quilograma,
63029300,KG,2016-01-01,Quilograma,
63029910,KG,2016-01-01,Quilograma,
63029990,KG,2016-01-01,Quilograma,
63031200,KG,2016-01-01,Quilograma,
63031910,KG,2016-01-01,Quilograma,
63031990,KG,2016-01-01,Quilograma,
63039100,KG,2016-01-01,Quilograma,
63039200,KG,2016-01-01,Quilograma,
63039900,KG,2016-01-01,Quilograma,
63041100,KG,2016-01-01,Quilograma,
63041910,KG,2016-01-01,Quilograma,
63041990,KG,2016-01-01,Quilograma,
63042000,KG,01-01-2017,Quilograma,
63049100,KG,2016-01-01,Quilograma,
63049200,KG,2016-01-01,Quilograma,
63049300,KG,2016-01-01,Quilograma,
63049900,KG,2016-01-01,Quilograma,
63051000,KG,2016-01-01,Quilograma,
63052000,KG,2016-01-01,Quilograma,
63053200,KG,2016-01-01,Quilograma,
63053310,KG,2016-01-01,Quilograma,
63053390,KG,2016-01-01,Quilograma,
63053900,KG,2016-01-01,Quilograma,
63059000,KG,2016-01-01,Quilograma,
63061200,KG,2016-01-01,Quilograma,
63061910,KG,2016-01-01,Quilograma,
63061990,KG,2016-01-01,Quilograma,
63062200,KG,2016-01-01,Quilograma,
63062910,KG,2016-01-01,Quilograma,
63062990,KG,2016-01-01,Quilograma,
63063010,KG,2016-01-01,Quilograma,
63063090,KG,2016-01-01,Quilograma,
63064010,KG,2016-01-01,Quilograma,
63064090,KG,2016-01-01,Quilograma,
63069000,KG,2016-01-01,Quilograma,
63071000,KG,2016-01-01,Quilograma,
63072000,KG,2016-01-01,Quilograma,
63079010,KG,2016-01-01,Quilograma,
63079020,KG,2016-01-01,Quilograma,
63079090,KG,2016-01-01,Quilograma,
63080000,KG,2016-01-01,Quilograma,
63090010,KG,2016-01-01,Quilograma,
63090090,KG,2016-01-01,Quilograma,
63101000,KG,2016-01-01,Quilograma,
63109000,KG,2016-01-01,Quilograma,
64011000,PARES,2016-01-01,Pares,
64019200,PARES,2016-01-01,Pares,
64019910,PARES,2016-01-01,Pares,
64019990,PARES,2016-01-01,Pares,
64021200,PARES,2016-01-01,Pares,
64021900,PARES,2016-01-01,Pares,
64022000,PARES,2016-01-01,Pares,
64029110,PARES,2016-01-01,Pares,
64029190,PARES,2016-01-01,Pares,
64029910,PARES,2016-01-01,Pares,
64029990,PARES,2016-01-01,Pares,
64031200,PARES,2016-01-01,Pares,
64031900,PARES,2016-01-01,Pares,
64032000,PARES,2016-01-01,Pares,
64034000,PARES,2016-01-01,Pares,
64035110,PARES,2016-01-01,Pares,
64035190,PARES,2016-01-01,Pares,
64035910,PARES,2016-01-01,Pares,
64035990,PARES,2016-01-01,Pares,
64039110,PARES,2016-01-01,Pares,
64039190,PARES,2016-01-01,Pares,
64039910,PARES,2016-01-01,Pares,
64039990,PARES,2016-01-01,Pares,
64041100,PARES,2016-01-01,Pares,
64041900,PARES,2016-01-01,Pares,
64042000,PARES,2016-01-01,Pares,
64051010,PARES,2016-01-01,Pares,
64051020,PARES,2016-01-01,Pares,
64051090,PARES,2016-01-01,Pares,
64052000,PARES,2016-01-01,Pares,
64059000,PARES,2016-01-01,Pares,
64061000,PARES,2016-01-01,Pares,
64062000,KG,2016-01-01,Quilograma,
64069010,KG,2016-01-01,Quilograma,
64069020,KG,2016-01-01,Quilograma,
64069090,KG,2016-01-01,Quilograma,
65010000,KG,2016-01-01,Quilograma,
65020010,KG,2016-01-01,Quilograma,
65020090,KG,2016-01-01,Quilograma,
65040010,KG,2016-01-01,Quilograma,
65040090,KG,2016-01-01,Quilograma,
65050011,KG,2016-01-01,Quilograma,
65050012,KG,2016-01-01,Quilograma,
65050019,KG,2016-01-01,Quilograma,
65050021,KG,2016-01-01,Quilograma,
65050022,KG,2016-01-01,Quilograma,
65050029,KG,2016-01-01,Quilograma,
65050031,KG,2016-01-01,Quilograma,
65050032,KG,2016-01-01,Quilograma,
65050039,KG,2016-01-01,Quilograma,
65050090,KG,2016-01-01,Quilograma,
65061000,UN,2016-01-01,Unidade,
65069100,KG,2016-01-01,Quilograma,
65069900,KG,2016-01-01,Quilograma,
65070000,KG,2016-01-01,Quilograma,
66011000,UN,2016-01-01,Unidade,
66019110,UN,2016-01-01,Unidade,
66019190,UN,2016-01-01,Unidade,
66019900,UN,2016-01-01,Unidade,
66020000,UN,2016-01-01,Unidade,
66032000,KG,2016-01-01,Quilograma,
66039000,KG,2016-01-01,Quilograma,
67010000,KG,2016-01-01,Quilograma,
67021000,KG,2016-01-01,Quilograma,
67029000,KG,2016-01-01,Quilograma,
67030000,KG,2016-01-01,Quilograma,
67041100,KG,2016-01-01,Quilograma,
67041900,KG,2016-01-01,Quilograma,
67042000,KG,2016-01-01,Quilograma,
67049000,KG,2016-01-01,Quilograma,
68010000,KG,2016-01-01,Quilograma,
68021000,KG,2016-01-01,Quilograma,
68022100,M2,2016-01-01,Metro Quadrado,
68022300,M2,2016-01-01,Metro Quadrado,
68022900,M2,2016-01-01,Metro Quadrado,
68029100,KG,2016-01-01,Quilograma,
68029200,KG,2016-01-01,Quilograma,
68029310,KG,2016-01-01,Quilograma,
68029390,KG,2016-01-01,Quilograma,
68029910,KG,2016-01-01,Quilograma,
68029990,KG,2016-01-01,Quilograma,
68030000,KG,2016-01-01,Quilograma,
68041000,KG,2016-01-01,Quilograma,
68042111,KG,2016-01-01,Quilograma,
68042119,KG,2016-01-01,Quilograma,
68042190,KG,2016-01-01,Quilograma,
68042211,KG,2016-01-01,Quilograma,
68042219,KG,2016-01-01,Quilograma,
68042290,KG,2016-01-01,Quilograma,
68042300,KG,2016-01-01,Quilograma,
68043000,KG,2016-01-01,Quilograma,
68051000,KG,2016-01-01,Quilograma,
68052000,KG,2016-01-01,Quilograma,
68053010,KG,2016-01-01,Quilograma,
68053020,KG,2016-01-01,Quilograma,
68053090,KG,2016-01-01,Quilograma,
68061000,KG,2016-01-01,Quilograma,
68062000,KG,2016-01-01,Quilograma,
68069010,KG,2016-01-01,Quilograma,
68069090,KG,2016-01-01,Quilograma,
68071000,KG,2016-01-01,Quilograma,
68079000,KG,2016-01-01,Quilograma,
68080000,KG,2016-01-01,Quilograma,
68091100,KG,2016-01-01,Quilograma,
68091900,KG,2016-01-01,Quilograma,
68099000,KG,2016-01-01,Quilograma,
68101100,KG,2016-01-01,Quilograma,
68101900,KG,2016-01-01,Quilograma,
68109100,KG,2016-01-01,Quilograma,
68109900,KG,2016-01-01,Quilograma,
68114000,KG,2016-01-01,Quilograma,
68118100,KG,2016-01-01,Quilograma,
68118200,KG,2016-01-01,Quilograma,
68118900,KG,2016-01-01,Quilograma,
68128000,KG,2016-01-01,Quilograma,
68129100,KG,2016-01-01,Quilograma,
68129200,KG,2016-01-01,Quilograma,
68129300,KG,2016-01-01,Quilograma,
68129910,KG,2016-01-01,Quilograma,
68129920,KG,2016-01-01,Quilograma,
68129930,KG,2016-01-01,Quilograma,
68129990,KG,2016-01-01,Quilograma,
68132000,KG,2016-01-01,Quilograma,
68138110,KG,2016-01-01,Quilograma,
68138190,KG,2016-01-01,Quilograma,
68138910,KG,2016-01-01,Quilograma,
68138990,KG,2016-01-01,Quilograma,
68141000,KG,2016-01-01,Quilograma,
68149000,KG,2016-01-01,Quilograma,
68151010,KG,2016-01-01,Quilograma,
68151020,KG,2016-01-01,Quilograma,
68151090,KG,2016-01-01,Quilograma,
68152000,KG,2016-01-01,Quilograma,
68159110,KG,2016-01-01,Quilograma,
68159190,KG,2016-01-01,Quilograma,
68159911,KG,2016-01-01,Quilograma,
68159912,KG,2016-01-01,Quilograma,
68159913,KG,2016-01-01,Quilograma,
68159914,KG,2016-01-01,Quilograma,
68159919,KG,2016-01-01,Quilograma,
68159990,KG,2016-01-01,Quilograma,
69010000,KG,2016-01-01,Quilograma,
69021011,KG,2016-01-01,Quilograma,
69021018,KG,2016-01-01,Quilograma,
69021019,KG,2016-01-01,Quilograma,
69021090,KG,2016-01-01,Quilograma,
69022010,KG,2016-01-01,Quilograma,
69022091,KG,2016-01-01,Quilograma,
69022092,KG,2016-01-01,Quilograma,
69022093,KG,2016-01-01,Quilograma,
69022099,KG,2016-01-01,Quilograma,
69029010,KG,2016-01-01,Quilograma,
69029020,KG,2016-01-01,Quilograma,
69029030,KG,2016-01-01,Quilograma,
69029040,KG,2016-01-01,Quilograma,
69029090,KG,2016-01-01,Quilograma,
69031011,KG,2016-01-01,Quilograma,
69031012,KG,2016-01-01,Quilograma,
69031019,KG,2016-01-01,Quilograma,
69031020,KG,2016-01-01,Quilograma,
69031030,KG,2016-01-01,Quilograma,
69031040,KG,2016-01-01,Quilograma,
69031090,KG,2016-01-01,Quilograma,
69032010,KG,2016-01-01,Quilograma,
69032020,KG,2016-01-01,Quilograma,
69032030,KG,2016-01-01,Quilograma,
69032090,KG,2016-01-01,Quilograma,
69039011,KG,2016-01-01,Quilograma,
69039012,KG,2016-01-01,Quilograma,
69039019,KG,2016-01-01,Quilograma,
69039091,KG,2016-01-01,Quilograma,
69039092,KG,2016-01-01,Quilograma,
69039099,KG,2016-01-01,Quilograma,
69041000,1000UN,2016-01-01,Mil Unidades,
69049000,KG,2016-01-01,Quilograma,
69051000,KG,2016-01-01,Quilograma,
69059000,KG,2016-01-01,Quilograma,
69060000,KG,2016-01-01,Quilograma,
69072100,M2,01-01-2017,Metro Quadrado,
69072200,M2,01-01-2017,Metro Quadrado,
69072300,M2,01-01-2017,Metro Quadrado,
69073000,M2,01-01-2017,Metro Quadrado,
69074000,M2,01-01-2017,Metro Quadrado,
69091100,KG,2016-01-01,Quilograma,
69091210,KG,2016-01-01,Quilograma,
69091220,KG,2016-01-01,Quilograma,
69091230,KG,2016-01-01,Quilograma,
69091290,KG,2016-01-01,Quilograma,
69091910,KG,2016-01-01,Quilograma,
69091920,KG,2016-01-01,Quilograma,
69091930,KG,2016-01-01,Quilograma,
69091990,KG,2016-01-01,Quilograma,
69099000,KG,2016-01-01,Quilograma,
69101000,UN,2016-01-01,Unidade,
69109000,UN,2016-01-01,Unidade,
69111010,KG,2016-01-01,Quilograma,
69111090,KG,2016-01-01,Quilograma,
69119000,KG,2016-01-01,Quilograma,
69120000,KG,2016-01-01,Quilograma,
69131000,KG,2016-01-01,Quilograma,
69139000,KG,2016-01-01,Quilograma,
69141000,KG,2016-01-01,Quilograma,
69149000,KG,2016-01-01,Quilograma,
70010000,KG,2016-01-01,Quilograma,
70021000,KG,2016-01-01,Quilograma,
70022000,KG,2016-01-01,Quilograma,
70023100,KG,2016-01-01,Quilograma,
70023200,KG,2016-01-01,Quilograma,
70023900,KG,2016-01-01,Quilograma,
70031200,M2,2016-01-01,Metro Quadrado,
70031900,M2,2016-01-01,Metro Quadrado,
70032000,M2,2016-01-01,Metro Quadrado,
70033000,M2,2016-01-01,Metro Quadrado,
70042000,M2,2016-01-01,Metro Quadrado,
70049000,M2,2016-01-01,Metro Quadrado,
70051000,M2,2016-01-01,Metro Quadrado,
70052100,M2,2016-01-01,Metro Quadrado,
70052900,M2,2016-01-01,Metro Quadrado,
70053000,M2,2016-01-01,Metro Quadrado,
70060000,KG,2016-01-01,Quilograma,
70071100,UN,2016-01-01,Unidade,
70071900,M2,2016-01-01,Metro Quadrado,
70072100,UN,2016-01-01,Unidade,
70072900,M2,2016-01-01,Metro Quadrado,
70080000,KG,2016-01-01,Quilograma,
70091000,KG,2016-01-01,Quilograma,
70099100,KG,2016-01-01,Quilograma,
70099200,KG,2016-01-01,Quilograma,
70101000,KG,2016-01-01,Quilograma,
70102000,KG,2016-01-01,Quilograma,
70109011,KG,2016-01-01,Quilograma,
70109012,KG,2016-01-01,Quilograma,
70109021,KG,2016-01-01,Quilograma,
70109022,KG,2016-01-01,Quilograma,
70109090,KG,2016-01-01,Quilograma,
70111010,KG,2016-01-01,Quilograma,
70111021,KG,2016-01-01,Quilograma,
70111029,KG,2016-01-01,Quilograma,
70111090,KG,2016-01-01,Quilograma,
70112000,KG,2016-01-01,Quilograma,
70119000,KG,2016-01-01,Quilograma,
70131000,KG,2016-01-01,Quilograma,
70132200,KG,2016-01-01,Quilograma,
70132800,KG,2016-01-01,Quilograma,
70133300,KG,2016-01-01,Quilograma,
70133700,KG,2016-01-01,Quilograma,
70134100,KG,2016-01-01,Quilograma,
70134210,KG,2016-01-01,Quilograma,
70134290,KG,2016-01-01,Quilograma,
70134900,KG,2016-01-01,Quilograma,
70139110,KG,2016-01-01,Quilograma,
70139190,KG,2016-01-01,Quilograma,
70139900,KG,2016-01-01,Quilograma,
70140000,KG,2016-01-01,Quilograma,
70151010,KG,2016-01-01,Quilograma,
70151091,KG,2016-01-01,Quilograma,
70151092,KG,2016-01-01,Quilograma,
70159010,KG,2016-01-01,Quilograma,
70159020,KG,2016-01-01,Quilograma,
70159030,KG,2016-01-01,Quilograma,
70159090,KG,2016-01-01,Quilograma,
70161000,KG,2016-01-01,Quilograma,
70169000,KG,2016-01-01,Quilograma,
70171000,KG,2016-01-01,Quilograma,
70172000,KG,2016-01-01,Quilograma,
70179000,KG,2016-01-01,Quilograma,
70181010,KG,2016-01-01,Quilograma,
70181020,KG,2016-01-01,Quilograma,
70181090,KG,2016-01-01,Quilograma,
70182000,KG,2016-01-01,Quilograma,
70189000,KG,2016-01-01,Quilograma,
70191100,KG,2016-01-01,Quilograma,
70191210,KG,2016-01-01,Quilograma,
70191290,KG,2016-01-01,Quilograma,
70191900,KG,2016-01-01,Quilograma,
70193100,KG,2016-01-01,Quilograma,
70193200,KG,2016-01-01,Quilograma,
70193900,KG,2016-01-01,Quilograma,
70194000,KG,2016-01-01,Quilograma,
70195100,KG,2016-01-01,Quilograma,
70195210,KG,2016-01-01,Quilograma,
70195290,KG,2016-01-01,Quilograma,
70195900,KG,2016-01-01,Quilograma,
70199010,KG,2016-01-01,Quilograma,
70199090,KG,2016-01-01,Quilograma,
70200010,KG,2016-01-01,Quilograma,
70200090,KG,2016-01-01,Quilograma,
71011000,G,2016-01-01,Grama,
71012100,G,2016-01-01,Grama,
71012200,G,2016-01-01,Grama,
71021000,QUILAT,2016-01-01,Quilate,
71022100,QUILAT,2016-01-01,Quilate,
71022900,QUILAT,2016-01-01,Quilate,
71023100,QUILAT,2016-01-01,Quilate,
71023900,QUILAT,2016-01-01,Quilate,
71031000,KG,2016-01-01,Quilograma,
71039100,QUILAT,2016-01-01,Quilate,
71039900,QUILAT,2016-01-01,Quilate,
71041000,KG,2016-01-01,Quilograma,
71042010,KG,2016-01-01,Quilograma,
71042090,KG,2016-01-01,Quilograma,
71049000,KG,2016-01-01,Quilograma,
71051000,QUILAT,2016-01-01,Quilate,
71059000,KG,2016-01-01,Quilograma,
71061000,KG,2016-01-01,Quilograma,
71069100,KG,2016-01-01,Quilograma,
71069210,KG,2016-01-01,Quilograma,
71069220,KG,2016-01-01,Quilograma,
71069290,KG,2016-01-01,Quilograma,
71070000,KG,2016-01-01,Quilograma,
