codigo	unidade	data_publicacao	data_validade	descricao_unidade	
29269023	KG	01/01/2016		Quilograma	
29269024	KG	01/01/2016		Quilograma	
29269025	KG	01/01/2016		Quilograma	
29269026	KG	01/01/2016		Quilograma	
29269029	KG	01/01/2016		Quilograma	
29269030	KG	01/01/2016		Quilograma	
29269091	KG	01/01/2016		Quilograma	
29269092	KG	01/01/2016		Quilograma	
29269093	KG	01/01/2016		Quilograma	
29269095	KG	01/01/2016		Quilograma	
29269096	KG	01/01/2016		Quilograma	
29269099	KG	01/01/2016		Quilograma	
29270010	KG	01/01/2016		Quilograma	
29270021	KG	01/01/2016		Quilograma	
29270029	KG	01/01/2016		Quilograma	
29270030	KG	01/01/2016		Quilograma	
29280011	KG	01/01/2016		Quilograma	
29280019	KG	01/01/2016		Quilograma	
29280020	KG	01/01/2016		Quilograma	
29280030	KG	01/01/2016		Quilograma	
29280041	KG	01/01/2016		Quilograma	
29280042	KG	01/01/2016		Quilograma	
29280090	KG	01/01/2016		Quilograma	
29291010	KG	01/01/2016		Quilograma	
29291021	KG	01/01/2016		Quilograma	
29291029	KG	01/01/2016		Quilograma	
29291030	KG	01/01/2016		Quilograma	
29291090	KG	01/01/2016		Quilograma	
29299011	KG	01/01/2016		Quilograma	
29299012	KG	01/01/2016		Quilograma	
29299019	KG	01/01/2016		Quilograma	
29299021	KG	01/01/2016		Quilograma	
29299022	KG	01/01/2016		Quilograma	
29299029	KG	01/01/2016		Quilograma	
29299090	KG	01/01/2016		Quilograma	
29302011	KG	01/01/2016		Quilograma	
29302012	KG	01/01/2016		Quilograma	
29302013	KG	01/01/2016		Quilograma	
29302019	KG	01/01/2016		Quilograma	
29302021	KG	01/01/2016		Quilograma	
29302022	KG	01/01/2016		Quilograma	
29302023	KG	01/01/2016		Quilograma	
29302024	KG	01/01/2016		Quilograma	
29302029	KG	01/01/2016		Quilograma	
29303011	KG	01/01/2016		Quilograma	
29303012	KG	01/01/2016		Quilograma	
29303019	KG	01/01/2016		Quilograma	
29303021	KG	01/01/2016		Quilograma	
29303022	KG	01/01/2016		Quilograma	
29303029	KG	01/01/2016		Quilograma	
29303090	KG	01/01/2016		Quilograma	
29304010	KG	01/01/2016		Quilograma	
29304090	KG	01/01/2016		Quilograma	
29306000	KG	01/01/2017		Quilograma	
29307000	KG	01/01/2017		Quilograma	
29308010	KG	01/01/2017		Quilograma	
29308020	KG	01/01/2017		Quilograma	
29308030	KG	01/01/2017		Quilograma	
29309011	KG	01/01/2016		Quilograma	
29309012	KG	01/01/2016		Quilograma	
29309013	KG	01/01/2016		Quilograma	
29309019	KG	01/01/2016		Quilograma	
29309021	KG	01/01/2016		Quilograma	
29309022	KG	01/01/2016		Quilograma	
29309023	KG	01/01/2016		Quilograma	
29309029	KG	01/01/2016		Quilograma	
29309031	KG	01/01/2016		Quilograma	
29309032	KG	01/01/2016		Quilograma	
29309033	KG	01/01/2016		Quilograma	
29309034	KG	01/01/2016		Quilograma	
29309035	KG	01/01/2016		Quilograma	
29309036	KG	01/01/2016		Quilograma	
29309037	KG	01/01/2016		Quilograma	
29309039	KG	01/01/2016		Quilograma	
29309041	KG	01/01/2016		Quilograma	
29309042	KG	01/01/2016		Quilograma	
29309043	KG	01/01/2016		Quilograma	
29309049	KG	01/01/2016		Quilograma	
29309051	KG	01/01/2016		Quilograma	
29309052	KG	01/01/2016		Quilograma	
29309053	KG	01/01/2016		Quilograma	
29309054	KG	01/01/2016		Quilograma	
29309057	KG	01/01/2016		Quilograma	
29309059	KG	01/01/2016		Quilograma	
29309061	KG	01/01/2016		Quilograma	
29309069	KG	01/01/2016		Quilograma	
29309071	KG	01/01/2016		Quilograma	
29309072	KG	01/01/2016		Quilograma	
29309079	KG	01/01/2016		Quilograma	
29309081	KG	01/01/2016		Quilograma	
29309082	KG	01/01/2016		Quilograma	
29309083	KG	01/01/2016		Quilograma	
29309084	KG	01/01/2016		Quilograma	
29309085	KG	01/01/2016		Quilograma	
29309086	KG	01/01/2016		Quilograma	
29309087	KG	01/01/2016		Quilograma	
29309088	KG	01/01/2016		Quilograma	
29309089	KG	01/01/2016		Quilograma	
29309091	KG	01/01/2016		Quilograma	
29309093	KG	01/01/2016		Quilograma	
29309094	KG	01/01/2016		Quilograma	
29309095	KG	01/01/2016		Quilograma	
29309096	KG	01/01/2016		Quilograma	
29309097	KG	01/01/2016		Quilograma	
29309098	KG	01/01/2016		Quilograma	
29309099	KG	01/01/2016		Quilograma	
29311000	KG	01/01/2016		Quilograma	
29312000	KG	01/01/2016		Quilograma	
29313100	KG	01/01/2017		Quilograma	
29313200	KG	01/01/2017		Quilograma	
29313300	KG	01/01/2017		Quilograma	
29313400	KG	01/01/2017		Quilograma	
29313500	KG	01/01/2017		Quilograma	
29313600	KG	01/01/2017		Quilograma	
29313700	KG	01/01/2017		Quilograma	
29313800	KG	01/01/2017		Quilograma	
29313911	KG	01/01/2017		Quilograma	
29313912	KG	01/01/2017		Quilograma	
29313913	KG	01/01/2017		Quilograma	
29313914	KG	01/01/2017		Quilograma	
29313915	KG	01/01/2017		Quilograma	
29313916	KG	01/01/2017		Quilograma	
29313917	KG	01/01/2017		Quilograma	
29313918	KG	01/01/2017		Quilograma	
29313991	KG	01/01/2017		Quilograma	
29313992	KG	01/01/2017		Quilograma	
29313993	KG	01/01/2017		Quilograma	
29313994	KG	01/01/2017		Quilograma	
29313995	KG	01/01/2017		Quilograma	
29313996	KG	01/01/2017		Quilograma	
29313997	KG	01/01/2017		Quilograma	
29313999	KG	01/01/2017		Quilograma	
29319021	KG	01/01/2016		Quilograma	
29319029	KG	01/01/2016		Quilograma	
29319041	KG	01/01/2016		Quilograma	
29319042	KG	01/01/2016		Quilograma	
29319043	KG	01/01/2016		Quilograma	
29319044	KG	01/01/2016		Quilograma	
29319045	KG	01/01/2016		Quilograma	
29319046	KG	01/01/2016		Quilograma	
29319049	KG	01/01/2016		Quilograma	
29319051	KG	01/01/2016		Quilograma	
29319052	KG	01/01/2016		Quilograma	
29319053	KG	01/01/2016		Quilograma	
29319054	KG	01/01/2016		Quilograma	
29319059	KG	01/01/2016		Quilograma	
29319061	KG	01/01/2016		Quilograma	
29319062	KG	01/01/2016		Quilograma	
29319069	KG	01/01/2016		Quilograma	
29319090	KG	01/01/2016		Quilograma	
29321100	KG	01/01/2016		Quilograma	
29321200	KG	01/01/2016		Quilograma	
29321310	KG	01/01/2016		Quilograma	
29321320	KG	01/01/2016		Quilograma	
29321400	KG	01/01/2017		Quilograma	
29321910	KG	01/01/2016		Quilograma	
29321920	KG	01/01/2016		Quilograma	
29321930	KG	01/01/2016		Quilograma	
29321940	KG	01/01/2016		Quilograma	
29321950	KG	01/01/2016		Quilograma	
29321990	KG	01/01/2016		Quilograma	
29322000	KG	01/01/2016		Quilograma	
29329100	KG	01/01/2016		Quilograma	
29329200	KG	01/01/2016		Quilograma	
29329300	KG	01/01/2016		Quilograma	
29329400	KG	01/01/2016		Quilograma	
29329500	KG	01/01/2016		Quilograma	
29329911	KG	01/01/2016		Quilograma	
29329912	KG	01/01/2016		Quilograma	
29329913	KG	01/01/2016		Quilograma	
29329914	KG	01/01/2016		Quilograma	
29329991	KG	01/01/2016		Quilograma	
29329992	KG	01/01/2016		Quilograma	
29329993	KG	01/01/2016		Quilograma	
29329994	KG	01/01/2016		Quilograma	
29329999	KG	01/01/2016		Quilograma	
29331111	KG	01/01/2016		Quilograma	
29331112	KG	01/01/2016		Quilograma	
29331119	KG	01/01/2016		Quilograma	
29331120	KG	01/01/2016		Quilograma	
29331190	KG	01/01/2016		Quilograma	
29331911	KG	01/01/2016		Quilograma	
29331919	KG	01/01/2016		Quilograma	
29331990	KG	01/01/2016		Quilograma	
29332110	KG	01/01/2016		Quilograma	
29332121	KG	01/01/2016		Quilograma	
29332129	KG	01/01/2016		Quilograma	
29332190	KG	01/01/2016		Quilograma	
29332911	KG	01/01/2016		Quilograma	
29332912	KG	01/01/2016		Quilograma	
29332913	KG	01/01/2016		Quilograma	
29332919	KG	01/01/2016		Quilograma	
29332921	KG	01/01/2016		Quilograma	
29332922	KG	01/01/2016		Quilograma	
29332923	KG	01/01/2016		Quilograma	
29332924	KG	01/01/2016		Quilograma	
29332925	KG	01/01/2016		Quilograma	
29332929	KG	01/01/2016		Quilograma	
29332930	KG	01/01/2016		Quilograma	
29332940	KG	01/01/2016		Quilograma	
29332991	KG	01/01/2016		Quilograma	
29332992	KG	01/01/2016		Quilograma	
29332993	KG	01/01/2016		Quilograma	
29332994	KG	01/01/2016		Quilograma	
29332995	KG	01/01/2016		Quilograma	
29332999	KG	01/01/2016		Quilograma	
29333110	KG	01/01/2016		Quilograma	
29333120	KG	01/01/2016		Quilograma	
29333200	KG	01/01/2016		Quilograma	
29333311	KG	01/01/2016		Quilograma	
29333312	KG	01/01/2016		Quilograma	
29333319	KG	01/01/2016		Quilograma	
29333321	KG	01/01/2016		Quilograma	
29333322	KG	01/01/2016		Quilograma	
29333329	KG	01/01/2016		Quilograma	
29333330	KG	01/01/2016		Quilograma	
29333341	KG	01/01/2016		Quilograma	
29333342	KG	01/01/2016		Quilograma	
29333349	KG	01/01/2016		Quilograma	
29333351	KG	01/01/2016		Quilograma	
29333352	KG	01/01/2016		Quilograma	
29333359	KG	01/01/2016		Quilograma	
29333361	KG	01/01/2016		Quilograma	
29333362	KG	01/01/2016		Quilograma	
29333363	KG	01/01/2016		Quilograma	
29333369	KG	01/01/2016		Quilograma	
29333371	KG	01/01/2016		Quilograma	
29333372	KG	01/01/2016		Quilograma	
29333379	KG	01/01/2016		Quilograma	
29333381	KG	01/01/2016		Quilograma	
29333382	KG	01/01/2016		Quilograma	
29333383	KG	01/01/2016		Quilograma	
29333384	KG	01/01/2016		Quilograma	
29333389	KG	01/01/2016		Quilograma	
29333391	KG	01/01/2016		Quilograma	
29333392	KG	01/01/2016		Quilograma	
29333393	KG	01/01/2016		Quilograma	
29333399	KG	01/01/2016		Quilograma	
29333912	KG	01/01/2016		Quilograma	
29333913	KG	01/01/2016		Quilograma	
29333914	KG	01/01/2016		Quilograma	
29333915	KG	01/01/2016		Quilograma	
29333919	KG	01/01/2016		Quilograma	
29333921	KG	01/01/2016		Quilograma	
29333922	KG	01/01/2016		Quilograma	
29333923	KG	01/01/2016		Quilograma	
29333924	KG	01/01/2016		Quilograma	
29333925	KG	01/01/2016		Quilograma	
29333929	KG	01/01/2016		Quilograma	
29333931	KG	01/01/2016		Quilograma	
29333932	KG	01/01/2016		Quilograma	
29333933	KG	01/01/2016		Quilograma	
29333934	KG	01/01/2016		Quilograma	
29333935	KG	01/01/2016		Quilograma	
29333936	KG	01/01/2016		Quilograma	
29333939	KG	01/01/2016		Quilograma	
29333943	KG	01/01/2016		Quilograma	
29333944	KG	01/01/2016		Quilograma	
29333945	KG	01/01/2016		Quilograma	
29333946	KG	01/01/2016		Quilograma	
29333947	KG	01/01/2016		Quilograma	
29333948	KG	01/01/2016		Quilograma	
29333949	KG	01/01/2016		Quilograma	
29333981	KG	01/01/2016		Quilograma	
29333982	KG	01/01/2016		Quilograma	
29333983	KG	01/01/2016		Quilograma	
29333984	KG	01/01/2016		Quilograma	
29333989	KG	01/01/2016		Quilograma	
29333991	KG	01/01/2016		Quilograma	
29333992	KG	01/01/2016		Quilograma	
29333993	KG	01/01/2016		Quilograma	
29333994	KG	01/01/2016		Quilograma	
29333999	KG	01/01/2016		Quilograma	
29334110	KG	01/01/2016		Quilograma	
29334120	KG	01/01/2016		Quilograma	
29334911	KG	01/01/2016		Quilograma	
29334912	KG	01/01/2016		Quilograma	
29334913	KG	01/01/2016		Quilograma	
29334919	KG	01/01/2016		Quilograma	
29334920	KG	01/01/2016		Quilograma	
29334930	KG	01/01/2016		Quilograma	
29334940	KG	01/01/2016		Quilograma	
29334990	KG	01/01/2016		Quilograma	
29335200	KG	01/01/2016		Quilograma	
29335311	KG	01/01/2016		Quilograma	
29335312	KG	01/01/2016		Quilograma	
29335321	KG	01/01/2016		Quilograma	
29335322	KG	01/01/2016		Quilograma	
29335323	KG	01/01/2016		Quilograma	
29335330	KG	01/01/2016		Quilograma	
29335340	KG	01/01/2016		Quilograma	
29335350	KG	01/01/2016		Quilograma	
29335360	KG	01/01/2016		Quilograma	
29335371	KG	01/01/2016		Quilograma	
29335372	KG	01/01/2016		Quilograma	
29335380	KG	01/01/2016		Quilograma	
29335400	KG	01/01/2016		Quilograma	
29335510	KG	01/01/2016		Quilograma	
29335520	KG	01/01/2016		Quilograma	
29335530	KG	01/01/2016		Quilograma	
29335540	KG	01/01/2016		Quilograma	
29335911	KG	01/01/2016		Quilograma	
29335912	KG	01/01/2016		Quilograma	
29335913	KG	01/01/2016		Quilograma	
29335914	KG	01/01/2016		Quilograma	
29335915	KG	01/01/2016		Quilograma	
29335916	KG	01/01/2016		Quilograma	
29335919	KG	01/01/2016		Quilograma	
29335921	KG	01/01/2016		Quilograma	
29335922	KG	01/01/2016		Quilograma	
29335923	KG	01/01/2016		Quilograma	
29335929	KG	01/01/2016		Quilograma	
29335931	KG	01/01/2016		Quilograma	
29335932	KG	01/01/2016		Quilograma	
29335933	KG	01/01/2016		Quilograma	
29335934	KG	01/01/2016		Quilograma	
29335935	KG	01/01/2016		Quilograma	
29335939	KG	01/01/2016		Quilograma	
29335941	KG	01/01/2016		Quilograma	
29335942	KG	01/01/2016		Quilograma	
29335943	KG	01/01/2016		Quilograma	
29335944	KG	01/01/2016		Quilograma	
29335945	KG	01/01/2016		Quilograma	
29335949	KG	01/01/2016		Quilograma	
29335991	KG	01/01/2016		Quilograma	
29335992	KG	01/01/2016		Quilograma	
29335999	KG	01/01/2016		Quilograma	
29336100	KG	01/01/2016		Quilograma	
29336911	KG	01/01/2016		Quilograma	
29336912	KG	01/01/2016		Quilograma	
29336913	KG	01/01/2016		Quilograma	
29336914	KG	01/01/2016		Quilograma	
29336915	KG	01/01/2016		Quilograma	
29336916	KG	01/01/2016		Quilograma	
29336919	KG	01/01/2016		Quilograma	
29336921	KG	01/01/2016		Quilograma	
29336922	KG	01/01/2016		Quilograma	
29336923	KG	01/01/2016		Quilograma	
29336929	KG	01/01/2016		Quilograma	
29336991	KG	01/01/2016		Quilograma	
29336992	KG	01/01/2016		Quilograma	
29336999	KG	01/01/2016		Quilograma	
29337100	KG	01/01/2016		Quilograma	
29337210	KG	01/01/2016		Quilograma	
29337220	KG	01/01/2016		Quilograma	
29337910	KG	01/01/2016		Quilograma	
29337990	KG	01/01/2016		Quilograma	
29339111	KG	01/01/2016		Quilograma	
29339112	KG	01/01/2016		Quilograma	
29339113	KG	01/01/2016		Quilograma	
29339114	KG	01/01/2016		Quilograma	
29339115	KG	01/01/2016		Quilograma	
29339119	KG	01/01/2016		Quilograma	
29339121	KG	01/01/2016		Quilograma	
29339122	KG	01/01/2016		Quilograma	
29339123	KG	01/01/2016		Quilograma	
29339129	KG	01/01/2016		Quilograma	
29339131	KG	01/01/2016		Quilograma	
29339132	KG	01/01/2016		Quilograma	
29339133	KG	01/01/2016		Quilograma	
29339134	KG	01/01/2016		Quilograma	
29339139	KG	01/01/2016		Quilograma	
29339141	KG	01/01/2016		Quilograma	
29339142	KG	01/01/2016		Quilograma	
29339143	KG	01/01/2016		Quilograma	
29339149	KG	01/01/2016		Quilograma	
29339151	KG	01/01/2016		Quilograma	
29339152	KG	01/01/2016		Quilograma	
29339153	KG	01/01/2016		Quilograma	
29339159	KG	01/01/2016		Quilograma	
29339161	KG	01/01/2016		Quilograma	
29339162	KG	01/01/2016		Quilograma	
29339163	KG	01/01/2016		Quilograma	
29339164	KG	01/01/2016		Quilograma	
29339169	KG	01/01/2016		Quilograma	
29339171	KG	01/01/2016		Quilograma	
29339172	KG	01/01/2016		Quilograma	
29339173	KG	01/01/2016		Quilograma	
29339179	KG	01/01/2016		Quilograma	
29339181	KG	01/01/2016		Quilograma	
29339182	KG	01/01/2016		Quilograma	
29339183	KG	01/01/2016		Quilograma	
29339189	KG	01/01/2016		Quilograma	
29339200	KG	01/01/2017		Quilograma	
29339911	KG	01/01/2016		Quilograma	
29339912	KG	01/01/2016		Quilograma	
29339913	KG	01/01/2016		Quilograma	
29339919	KG	01/01/2016		Quilograma	
29339920	KG	01/01/2016		Quilograma	
29339931	KG	01/01/2016		Quilograma	
29339932	KG	01/01/2016		Quilograma	
29339933	KG	01/01/2016		Quilograma	
29339934	KG	01/01/2016		Quilograma	
29339935	KG	01/01/2016		Quilograma	
29339939	KG	01/01/2016		Quilograma	
29339941	KG	01/01/2016		Quilograma	
29339942	KG	01/01/2016		Quilograma	
29339943	KG	01/01/2016		Quilograma	
29339944	KG	01/01/2016		Quilograma	
29339945	KG	01/01/2016		Quilograma	
29339946	KG	01/01/2016		Quilograma	
29339947	KG	01/01/2016		Quilograma	
29339949	KG	01/01/2016		Quilograma	
29339951	KG	01/01/2016		Quilograma	
29339952	KG	01/01/2016		Quilograma	
29339953	KG	01/01/2016		Quilograma	
29339954	KG	01/01/2016		Quilograma	
29339955	KG	01/01/2016		Quilograma	
29339956	KG	01/01/2016		Quilograma	
29339959	KG	01/01/2016		Quilograma	
29339961	KG	01/01/2016		Quilograma	
29339962	KG	01/01/2016		Quilograma	
29339963	KG	01/01/2016		Quilograma	
29339969	KG	01/01/2016		Quilograma	
29339991	KG	01/01/2016		Quilograma	
29339992	KG	01/01/2016		Quilograma	
29339993	KG	01/01/2016		Quilograma	
29339995	KG	01/01/2016		Quilograma	
29339996	KG	01/01/2016		Quilograma	
29339999	KG	01/01/2016		Quilograma	
29341010	KG	01/01/2016		Quilograma	
29341020	KG	01/01/2016		Quilograma	
29341030	KG	01/01/2016		Quilograma	
29341090	KG	01/01/2016		Quilograma	
29342010	KG	01/01/2016		Quilograma	
29342020	KG	01/01/2016		Quilograma	
29342031	KG	01/01/2016		Quilograma	
29342032	KG	01/01/2016		Quilograma	
29342033	KG	01/01/2016		Quilograma	
29342034	KG	01/01/2016		Quilograma	
29342039	KG	01/01/2016		Quilograma	
29342040	KG	01/01/2016		Quilograma	
29342090	KG	01/01/2016		Quilograma	
29343010	KG	01/01/2016		Quilograma	
29343020	KG	01/01/2016		Quilograma	
29343030	KG	01/01/2016		Quilograma	
29343090	KG	01/01/2016		Quilograma	
29349111	KG	01/01/2016		Quilograma	
29349112	KG	01/01/2016		Quilograma	
29349121	KG	01/01/2016		Quilograma	
29349122	KG	01/01/2016		Quilograma	
29349123	KG	01/01/2016		Quilograma	
29349129	KG	01/01/2016		Quilograma	
29349131	KG	01/01/2016		Quilograma	
29349132	KG	01/01/2016		Quilograma	
29349133	KG	01/01/2016		Quilograma	
29349141	KG	01/01/2016		Quilograma	
29349142	KG	01/01/2016		Quilograma	
29349149	KG	01/01/2016		Quilograma	
29349150	KG	01/01/2016		Quilograma	
29349160	KG	01/01/2016		Quilograma	
29349170	KG	01/01/2016		Quilograma	
29349911	KG	01/01/2016		Quilograma	
29349912	KG	01/01/2016		Quilograma	
29349913	KG	01/01/2016		Quilograma	
29349914	KG	01/01/2016		Quilograma	
29349915	KG	01/01/2016		Quilograma	
29349919	KG	01/01/2016		Quilograma	
29349922	KG	01/01/2016		Quilograma	
29349923	KG	01/01/2016		Quilograma	
29349924	KG	01/01/2016		Quilograma	
29349925	KG	01/01/2016		Quilograma	
29349926	KG	01/01/2016		Quilograma	
29349927	KG	01/01/2016		Quilograma	
29349929	KG	01/01/2016		Quilograma	
29349931	KG	01/01/2016		Quilograma	
29349932	KG	01/01/2016		Quilograma	
29349933	KG	01/01/2016		Quilograma	
29349934	KG	01/01/2016		Quilograma	
29349935	KG	01/01/2016		Quilograma	
29349939	KG	01/01/2016		Quilograma	
29349941	KG	01/01/2016		Quilograma	
29349942	KG	01/01/2016		Quilograma	
29349943	KG	01/01/2016		Quilograma	
29349944	KG	01/01/2016		Quilograma	
29349945	KG	01/01/2016		Quilograma	
29349946	KG	01/01/2016		Quilograma	
29349949	KG	01/01/2016		Quilograma	
29349951	KG	01/01/2016		Quilograma	
29349952	KG	01/01/2016		Quilograma	
29349953	KG	01/01/2016		Quilograma	
29349954	KG	01/01/2016		Quilograma	
29349959	KG	01/01/2016		Quilograma	
29349961	KG	01/01/2016		Quilograma	
29349969	KG	01/01/2016		Quilograma	
29349991	KG	01/01/2016		Quilograma	
29349992	KG	01/01/2016		Quilograma	
29349993	KG	01/01/2016		Quilograma	
29349999	KG	01/01/2016		Quilograma	
29351000	KG	01/01/2017		Quilograma	
29352000	KG	01/01/2017		Quilograma	
29353000	KG	01/01/2017		Quilograma	
29354000	KG	01/01/2017		Quilograma	
29355000	KG	01/01/2017		Quilograma	
29359011	KG	01/01/2017		Quilograma	
29359012	KG	01/01/2017		Quilograma	
29359013	KG	01/01/2017		Quilograma	
29359014	KG	01/01/2017		Quilograma	
29359015	KG	01/01/2017		Quilograma	
29359019	KG	01/01/2017		Quilograma	
29359021	KG	01/01/2017		Quilograma	
29359022	KG	01/01/2017		Quilograma	
29359023	KG	01/01/2017		Quilograma	
29359024	KG	01/01/2017		Quilograma	
29359025	KG	01/01/2017		Quilograma	
29359029	KG	01/01/2017		Quilograma	
29359091	KG	01/01/2017		Quilograma	
29359092	KG	01/01/2017		Quilograma	
29359093	KG	01/01/2017		Quilograma	
29359094	KG	01/01/2017		Quilograma	
29359095	KG	01/01/2017		Quilograma	
29359096	KG	01/01/2017		Quilograma	
29359097	KG	01/01/2017		Quilograma	
29359099	KG	01/01/2017		Quilograma	
29362111	KG	01/01/2016		Quilograma	
29362112	KG	01/01/2016		Quilograma	
29362113	KG	01/01/2016		Quilograma	
29362119	KG	01/01/2016		Quilograma	
29362190	KG	01/01/2016		Quilograma	
29362210	KG	01/01/2016		Quilograma	
29362220	KG	01/01/2016		Quilograma	
29362290	KG	01/01/2016		Quilograma	
29362310	KG	01/01/2016		Quilograma	
29362320	KG	01/01/2016		Quilograma	
29362390	KG	01/01/2016		Quilograma	
29362410	KG	01/01/2016		Quilograma	
29362490	KG	01/01/2016		Quilograma	
29362510	KG	01/01/2016		Quilograma	
29362520	KG	01/01/2016		Quilograma	
29362590	KG	01/01/2016		Quilograma	
29362610	KG	01/01/2016		Quilograma	
29362620	KG	01/01/2016		Quilograma	
29362630	KG	01/01/2016		Quilograma	
29362690	KG	01/01/2016		Quilograma	
29362710	KG	01/01/2016		Quilograma	
29362720	KG	01/01/2016		Quilograma	
29362790	KG	01/01/2016		Quilograma	
29362811	KG	01/01/2016		Quilograma	
29362812	KG	01/01/2016		Quilograma	
29362819	KG	01/01/2016		Quilograma	
29362890	KG	01/01/2016		Quilograma	
29362911	KG	01/01/2016		Quilograma	
29362919	KG	01/01/2016		Quilograma	
29362921	KG	01/01/2016		Quilograma	
29362929	KG	01/01/2016		Quilograma	
29362931	KG	01/01/2016		Quilograma	
29362939	KG	01/01/2016		Quilograma	
29362940	KG	01/01/2016		Quilograma	
29362951	KG	01/01/2016		Quilograma	
29362952	KG	01/01/2016		Quilograma	
29362953	KG	01/01/2016		Quilograma	
29362959	KG	01/01/2016		Quilograma	
29362990	KG	01/01/2016		Quilograma	
29369000	KG	01/01/2016		Quilograma	
29371100	KG	01/01/2016		Quilograma	
29371200	KG	01/01/2016		Quilograma	
29371910	KG	01/01/2016		Quilograma	
29371920	KG	01/01/2016		Quilograma	
29371930	KG	01/01/2016		Quilograma	
29371940	KG	01/01/2016		Quilograma	
29371950	KG	01/01/2016		Quilograma	
29371990	KG	01/01/2016		Quilograma	
29372110	KG	01/01/2016		Quilograma	
29372120	KG	01/01/2016		Quilograma	
29372130	KG	01/01/2016		Quilograma	
29372140	KG	01/01/2016		Quilograma	
29372210	KG	01/01/2016		Quilograma	
29372221	KG	01/01/2016		Quilograma	
29372229	KG	01/01/2016		Quilograma	
29372231	KG	01/01/2016		Quilograma	
29372239	KG	01/01/2016		Quilograma	
29372290	KG	01/01/2016		Quilograma	
29372310	KG	01/01/2016		Quilograma	
29372321	KG	01/01/2016		Quilograma	
29372322	KG	01/01/2016		Quilograma	
29372329	KG	01/01/2016		Quilograma	
29372331	KG	01/01/2016		Quilograma	
29372339	KG	01/01/2016		Quilograma	
29372341	KG	01/01/2016		Quilograma	
29372342	KG	01/01/2016		Quilograma	
29372349	KG	01/01/2016		Quilograma	
29372351	KG	01/01/2016		Quilograma	
29372359	KG	01/01/2016		Quilograma	
29372360	KG	01/01/2016		Quilograma	
29372370	KG	01/01/2016		Quilograma	
29372391	KG	01/01/2016		Quilograma	
29372392	KG	01/01/2016		Quilograma	
29372399	KG	01/01/2016		Quilograma	
29372910	KG	01/01/2016		Quilograma	
29372920	KG	01/01/2016		Quilograma	
29372931	KG	01/01/2016		Quilograma	
29372939	KG	01/01/2016		Quilograma	
29372940	KG	01/01/2016		Quilograma	
29372950	KG	01/01/2016		Quilograma	
29372960	KG	01/01/2016		Quilograma	
29372990	KG	01/01/2016		Quilograma	
29375000	KG	01/01/2016		Quilograma	
29379010	KG	01/01/2016		Quilograma	
29379030	KG	01/01/2016		Quilograma	
29379040	KG	01/01/2016		Quilograma	
29379090	KG	01/01/2016		Quilograma	
29381000	KG	01/01/2016		Quilograma	
29389010	KG	01/01/2016		Quilograma	
29389020	KG	01/01/2016		Quilograma	
29389090	KG	01/01/2016		Quilograma	
29391110	KG	01/01/2016		Quilograma	
29391121	KG	01/01/2016		Quilograma	
29391122	KG	01/01/2016		Quilograma	
29391123	KG	01/01/2016		Quilograma	
29391131	KG	01/01/2016		Quilograma	
29391132	KG	01/01/2016		Quilograma	
29391140	KG	01/01/2016		Quilograma	
29391151	KG	01/01/2016		Quilograma	
29391152	KG	01/01/2016		Quilograma	
29391153	KG	01/01/2016		Quilograma	
29391161	KG	01/01/2016		Quilograma	
29391162	KG	01/01/2016		Quilograma	
29391169	KG	01/01/2016		Quilograma	
29391170	KG	01/01/2016		Quilograma	
29391181	KG	01/01/2016		Quilograma	
29391182	KG	01/01/2016		Quilograma	
29391191	KG	01/01/2016		Quilograma	
29391192	KG	01/01/2016		Quilograma	
29391900	KG	01/01/2016		Quilograma	
29392000	KG	01/01/2016		Quilograma	
29393010	KG	01/01/2016		Quilograma	
29393020	KG	01/01/2016		Quilograma	
29394100	KG	01/01/2016		Quilograma	
29394200	KG	01/01/2016		Quilograma	
29394300	KG	01/01/2016		Quilograma	
29394400	KG	01/01/2016		Quilograma	
29394900	KG	01/01/2016		Quilograma	
29395100	KG	01/01/2016		Quilograma	
29395910	KG	01/01/2016		Quilograma	
29395920	KG	01/01/2016		Quilograma	
29395990	KG	01/01/2016		Quilograma	
29396100	KG	01/01/2016		Quilograma	
29396200	KG	01/01/2016		Quilograma	
29396300	KG	01/01/2016		Quilograma	
29396911	KG	01/01/2016		Quilograma	
29396919	KG	01/01/2016		Quilograma	
29396921	KG	01/01/2016		Quilograma	
29396929	KG	01/01/2016		Quilograma	
29396931	KG	01/01/2016		Quilograma	
29396939	KG	01/01/2016		Quilograma	
29396941	KG	01/01/2016		Quilograma	
29396942	KG	01/01/2016		Quilograma	
29396949	KG	01/01/2016		Quilograma	
29396951	KG	01/01/2016		Quilograma	
29396952	KG	01/01/2016		Quilograma	
29396959	KG	01/01/2016		Quilograma	
29396990	KG	01/01/2016		Quilograma	
29397111	KG	01/01/2017		Quilograma	
29397112	KG	01/01/2017		Quilograma	
29397119	KG	01/01/2017		Quilograma	
29397120	KG	01/01/2017		Quilograma	
29397130	KG	01/01/2017		Quilograma	
29397140	KG	01/01/2017		Quilograma	
29397911	KG	01/01/2017		Quilograma	
29397919	KG	01/01/2017		Quilograma	
29397920	KG	01/01/2017		Quilograma	
29397931	KG	01/01/2017		Quilograma	
29397939	KG	01/01/2017		Quilograma	
29397940	KG	01/01/2017		Quilograma	
29397990	KG	01/01/2017		Quilograma	
