codigo	unidade	data_publicacao	data_validade	descricao_unidade	
38011000	KG	01/01/2016		Quilograma	
38012010	KG	01/01/2016		Quilograma	
38012090	KG	01/01/2016		Quilograma	
38013010	KG	01/01/2016		Quilograma	
38013090	KG	01/01/2016		Quilograma	
38019000	KG	01/01/2016		Quilograma	
38021000	KG	01/01/2016		Quilograma	
38029010	KG	01/01/2016		Quilograma	
38029020	KG	01/01/2016		Quilograma	
38029030	KG	01/01/2016		Quilograma	
38029040	KG	01/01/2016		Quilograma	
38029050	KG	01/01/2016		Quilograma	
38029090	KG	01/01/2016		Quilograma	
38030010	KG	01/01/2016		Quilograma	
38030090	KG	01/01/2016		Quilograma	
38040011	KG	01/01/2016		Quilograma	
38040012	KG	01/01/2016		Quilograma	
38040020	KG	01/01/2016		Quilograma	
38051000	KG	01/01/2016		Quilograma	
38059010	KG	01/01/2016		Quilograma	
38059090	KG	01/01/2016		Quilograma	
38061000	KG	01/01/2016		Quilograma	
38062000	KG	01/01/2016		Quilograma	
38063000	KG	01/01/2016		Quilograma	
38069011	KG	01/01/2016		Quilograma	
38069012	KG	01/01/2016		Quilograma	
38069019	KG	01/01/2016		Quilograma	
38069090	KG	01/01/2016		Quilograma	
38070000	KG	01/01/2016		Quilograma	
38085200	KG	01/01/2017		Quilograma	
38085910	KG	01/01/2017		Quilograma	
38085921	KG	01/01/2017		Quilograma	
38085922	KG	01/01/2017		Quilograma	
38085923	KG	01/01/2017		Quilograma	
38085929	KG	01/01/2017		Quilograma	
38086100	KG	01/01/2017		Quilograma	
38086210	KG	01/01/2017		Quilograma	
38086290	KG	01/01/2017		Quilograma	
38086910	KG	01/01/2017		Quilograma	
38086990	KG	01/01/2017		Quilograma	
38089111	KG	01/01/2016		Quilograma	
38089119	KG	01/01/2016		Quilograma	
38089120	KG	01/01/2016		Quilograma	
38089191	KG	01/01/2016		Quilograma	
38089192	KG	01/01/2016		Quilograma	
38089193	KG	01/01/2016		Quilograma	
38089194	KG	01/01/2016		Quilograma	
38089195	KG	01/01/2016		Quilograma	
38089196	KG	01/01/2016		Quilograma	
38089197	KG	01/01/2016		Quilograma	
38089198	KG	01/01/2016		Quilograma	
38089199	KG	01/01/2016		Quilograma	
38089211	KG	01/01/2016		Quilograma	
38089219	KG	01/01/2016		Quilograma	
38089220	KG	01/01/2016		Quilograma	
38089291	KG	01/01/2016		Quilograma	
38089292	KG	01/01/2016		Quilograma	
38089293	KG	01/01/2016		Quilograma	
38089294	KG	01/01/2016		Quilograma	
38089295	KG	01/01/2016		Quilograma	
38089296	KG	01/01/2016		Quilograma	
38089297	KG	01/01/2016		Quilograma	
38089299	KG	01/01/2016		Quilograma	
38089311	KG	01/01/2016		Quilograma	
38089319	KG	01/01/2016		Quilograma	
38089321	KG	01/01/2016		Quilograma	
38089322	KG	01/01/2016		Quilograma	
38089323	KG	01/01/2016		Quilograma	
38089324	KG	01/01/2016		Quilograma	
38089325	KG	01/01/2016		Quilograma	
38089326	KG	01/01/2016		Quilograma	
38089327	KG	01/01/2016		Quilograma	
38089328	KG	01/01/2016		Quilograma	
38089329	KG	01/01/2016		Quilograma	
38089331	KG	01/01/2016		Quilograma	
38089332	KG	01/01/2016		Quilograma	
38089333	KG	01/01/2016		Quilograma	
38089341	KG	01/01/2016		Quilograma	
38089349	KG	01/01/2016		Quilograma	
38089351	KG	01/01/2016		Quilograma	
38089352	KG	01/01/2016		Quilograma	
38089359	KG	01/01/2016		Quilograma	
38089411	KG	01/01/2016		Quilograma	
38089419	KG	01/01/2016		Quilograma	
38089421	KG	01/01/2016		Quilograma	
38089422	KG	01/01/2016		Quilograma	
38089429	KG	01/01/2016		Quilograma	
38089911	KG	01/01/2016		Quilograma	
38089919	KG	01/01/2016		Quilograma	
38089920	KG	01/01/2016		Quilograma	
38089991	KG	01/01/2016		Quilograma	
38089992	KG	01/01/2016		Quilograma	
38089993	KG	01/01/2016		Quilograma	
38089994	KG	01/01/2016		Quilograma	
38089995	KG	01/01/2016		Quilograma	
38089996	KG	01/01/2016		Quilograma	
38089999	KG	01/01/2016		Quilograma	
38091010	KG	01/01/2016		Quilograma	
38091090	KG	01/01/2016		Quilograma	
38099110	KG	01/01/2016		Quilograma	
38099120	KG	01/01/2016		Quilograma	
38099130	KG	01/01/2016		Quilograma	
38099141	KG	01/01/2016		Quilograma	
38099149	KG	01/01/2016		Quilograma	
38099190	KG	01/01/2016		Quilograma	
38099211	KG	01/01/2016		Quilograma	
38099219	KG	01/01/2016		Quilograma	
38099290	KG	01/01/2016		Quilograma	
38099311	KG	01/01/2016		Quilograma	
38099319	KG	01/01/2016		Quilograma	
38099390	KG	01/01/2016		Quilograma	
38101010	KG	01/01/2016		Quilograma	
38101020	KG	01/01/2016		Quilograma	
38109000	KG	01/01/2016		Quilograma	
38111100	KG	01/01/2016		Quilograma	
38111900	KG	01/01/2016		Quilograma	
38112110	KG	01/01/2016		Quilograma	
38112120	KG	01/01/2016		Quilograma	
38112130	KG	01/01/2016		Quilograma	
38112140	KG	01/01/2016		Quilograma	
38112150	KG	01/01/2016		Quilograma	
38112190	KG	01/01/2016		Quilograma	
38112910	KG	01/01/2016		Quilograma	
38112920	KG	01/01/2016		Quilograma	
38112990	KG	01/01/2016		Quilograma	
38119010	KG	01/01/2016		Quilograma	
38119090	KG	01/01/2016		Quilograma	
38121000	KG	01/01/2016		Quilograma	
38122000	KG	01/01/2016		Quilograma	
38123100	KG	01/01/2017		Quilograma	
38123911	KG	01/01/2017		Quilograma	
38123912	KG	01/01/2017		Quilograma	
38123919	KG	01/01/2017		Quilograma	
38123921	KG	01/01/2017		Quilograma	
38123929	KG	01/01/2017		Quilograma	
38130010	KG	01/01/2016		Quilograma	
38130020	KG	01/01/2016		Quilograma	
38130030	KG	01/01/2016		Quilograma	
38130040	KG	01/01/2016		Quilograma	
38130090	KG	01/01/2016		Quilograma	
38140010	KG	01/01/2016		Quilograma	
38140020	KG	01/01/2016		Quilograma	
38140030	KG	01/01/2016		Quilograma	
38140090	KG	01/01/2016		Quilograma	
38151100	KG	01/01/2016		Quilograma	
38151210	KG	01/01/2016		Quilograma	
38151220	KG	01/01/2016		Quilograma	
38151290	KG	01/01/2016		Quilograma	
38151900	KG	01/01/2016		Quilograma	
38159010	KG	01/01/2016		Quilograma	
38159091	KG	01/01/2016		Quilograma	
38159092	KG	01/01/2016		Quilograma	
38159099	KG	01/01/2016		Quilograma	
38160011	KG	01/01/2016		Quilograma	
38160012	KG	01/01/2016		Quilograma	
38160019	KG	01/01/2016		Quilograma	
38160021	KG	01/01/2016		Quilograma	
38160029	KG	01/01/2016		Quilograma	
38160090	KG	01/01/2016		Quilograma	
38170010	KG	01/01/2016		Quilograma	
38170020	KG	01/01/2016		Quilograma	
38180010	KG	01/01/2016		Quilograma	
38180090	KG	01/01/2016		Quilograma	
38190000	KG	01/01/2016		Quilograma	
38200000	KG	01/01/2016		Quilograma	
38210000	KG	01/01/2016		Quilograma	
38220010	KG	01/01/2016		Quilograma	
38220090	KG	01/01/2016		Quilograma	
38231100	KG	01/01/2016		Quilograma	
38231200	KG	01/01/2016		Quilograma	
38231300	KG	01/01/2016		Quilograma	
38231900	KG	01/01/2016		Quilograma	
38237010	KG	01/01/2016		Quilograma	
38237020	KG	01/01/2016		Quilograma	
38237030	KG	01/01/2016		Quilograma	
38237090	KG	01/01/2016		Quilograma	
38241000	KG	01/01/2016		Quilograma	
38243000	KG	01/01/2016		Quilograma	
38244000	KG	01/01/2016		Quilograma	
38245000	KG	01/01/2016		Quilograma	
38246000	KG	01/01/2016		Quilograma	
38247110	KG	01/01/2016		Quilograma	
38247190	KG	01/01/2016		Quilograma	
38247200	KG	01/01/2016		Quilograma	
38247300	KG	01/01/2016		Quilograma	
38247410	KG	01/01/2016		Quilograma	
38247420	KG	01/01/2016		Quilograma	
38247490	KG	01/01/2016		Quilograma	
38247500	KG	01/01/2016		Quilograma	
38247600	KG	01/01/2016		Quilograma	
38247700	KG	01/01/2016		Quilograma	
38247810	KG	01/01/2016		Quilograma	
38247890	KG	01/01/2016		Quilograma	
38247900	KG	01/01/2016		Quilograma	
38248110	KG	01/01/2016		Quilograma	
38248190	KG	01/01/2016		Quilograma	
38248200	KG	01/01/2016		Quilograma	
38248300	KG	01/01/2016		Quilograma	
38248400	KG	01/01/2017		Quilograma	
38248500	KG	01/01/2017		Quilograma	
38248600	KG	01/01/2017		Quilograma	
38248700	KG	01/01/2017		Quilograma	
38248800	KG	01/01/2017		Quilograma	
38249100	KG	01/01/2017		Quilograma	
38249911	KG	01/01/2017		Quilograma	
38249912	KG	01/01/2017		Quilograma	
38249913	KG	01/01/2017		Quilograma	
38249914	KG	01/01/2017		Quilograma	
38249915	KG	01/01/2017		Quilograma	
38249919	KG	01/01/2017		Quilograma	
38249921	KG	01/01/2017		Quilograma	
38249922	KG	01/01/2017		Quilograma	
38249923	KG	01/01/2017		Quilograma	
38249924	KG	01/01/2017		Quilograma	
38249925	KG	01/01/2017		Quilograma	
38249929	KG	01/01/2017		Quilograma	
38249931	KG	01/01/2017		Quilograma	
38249932	KG	01/01/2017		Quilograma	
38249933	KG	01/01/2017		Quilograma	
38249934	KG	01/01/2017		Quilograma	
38249935	KG	01/01/2017		Quilograma	
38249936	KG	01/01/2017		Quilograma	
38249939	KG	01/01/2017		Quilograma	
38249941	KG	01/01/2017		Quilograma	
38249942	KG	01/01/2017		Quilograma	
38249943	KG	01/01/2017		Quilograma	
38249949	KG	01/01/2017		Quilograma	
38249951	KG	01/01/2017		Quilograma	
38249952	KG	01/01/2017		Quilograma	
38249953	KG	01/01/2017		Quilograma	
38249954	KG	01/01/2017		Quilograma	
38249959	KG	01/01/2017		Quilograma	
38249971	KG	01/01/2017		Quilograma	
38249972	KG	01/01/2017		Quilograma	
38249973	KG	01/01/2017		Quilograma	
38249974	KG	01/01/2017		Quilograma	
38249975	KG	01/01/2017		Quilograma	
38249976	KG	01/01/2017		Quilograma	
38249977	KG	01/01/2017		Quilograma	
38249978	KG	01/01/2017		Quilograma	
38249979	KG	01/01/2017		Quilograma	
38249981	KG	01/01/2017		Quilograma	
38249982	KG	01/01/2017		Quilograma	
38249983	KG	01/01/2017		Quilograma	
38249985	KG	01/01/2017		Quilograma	
38249986	KG	01/01/2017		Quilograma	
38249987	KG	01/01/2017		Quilograma	
38249988	KG	01/01/2017		Quilograma	
38249989	KG	01/01/2017		Quilograma	
38251000	KG	01/01/2016		Quilograma	
38252000	KG	01/01/2016		Quilograma	
38253000	UN	01/01/2016		Unidade	
38254100	KG	01/01/2016		Quilograma	
38254900	KG	01/01/2016		Quilograma	
38255000	KG	01/01/2016		Quilograma	
38256100	KG	01/01/2016		Quilograma	
38256900	KG	01/01/2016		Quilograma	
38259000	KG	01/01/2016		Quilograma	
38260000	M3	01/01/2016		Metro Cubico	
39011010	KG	01/01/2016		Quilograma	
39011091	KG	01/01/2016		Quilograma	
39011092	KG	01/01/2016		Quilograma	
39012011	KG	01/01/2016		Quilograma	
39012019	KG	01/01/2016		Quilograma	
39012021	KG	01/01/2016		Quilograma	
39012029	KG	01/01/2016		Quilograma	
39013010	KG	01/01/2016		Quilograma	
39013090	KG	01/01/2016		Quilograma	
39014000	KG	01/01/2017		Quilograma	
39019010	KG	01/01/2016		Quilograma	
39019020	KG	01/01/2016		Quilograma	
39019030	KG	01/01/2016		Quilograma	
39019040	KG	01/01/2016		Quilograma	
39019050	KG	01/01/2016		Quilograma	
39019090	KG	01/01/2016		Quilograma	
39021010	KG	01/01/2016		Quilograma	
39021020	KG	01/01/2016		Quilograma	
39022000	KG	01/01/2016		Quilograma	
39023000	KG	01/01/2016		Quilograma	
39029000	KG	01/01/2016		Quilograma	
39031110	KG	01/01/2016		Quilograma	
39031120	KG	01/01/2016		Quilograma	
39031900	KG	01/01/2016		Quilograma	
39032000	KG	01/01/2016		Quilograma	
39033010	KG	01/01/2016		Quilograma	
39033020	KG	01/01/2016		Quilograma	
39039010	KG	01/01/2016		Quilograma	
39039020	KG	01/01/2016		Quilograma	
39039090	KG	01/01/2016		Quilograma	
39041010	KG	01/01/2016		Quilograma	
39041020	KG	01/01/2016		Quilograma	
39041090	KG	01/01/2016		Quilograma	
39042100	KG	01/01/2016		Quilograma	
39042200	KG	01/01/2016		Quilograma	
39043000	KG	01/01/2016		Quilograma	
39044010	KG	01/01/2016		Quilograma	
39044090	KG	01/01/2016		Quilograma	
39045010	KG	01/01/2016		Quilograma	
39045090	KG	01/01/2016		Quilograma	
39046110	KG	01/01/2016		Quilograma	
39046190	KG	01/01/2016		Quilograma	
39046910	KG	01/01/2016		Quilograma	
39046990	KG	01/01/2016		Quilograma	
39049000	KG	01/01/2016		Quilograma	
39051200	KG	01/01/2016		Quilograma	
39051910	KG	01/01/2016		Quilograma	
39051990	KG	01/01/2016		Quilograma	
39052100	KG	01/01/2016		Quilograma	
39052900	KG	01/01/2016		Quilograma	
39053000	KG	01/01/2016		Quilograma	
39059130	KG	01/01/2016		Quilograma	
39059190	KG	01/01/2016		Quilograma	
39059910	KG	01/01/2016		Quilograma	
39059920	KG	01/01/2016		Quilograma	
39059930	KG	01/01/2016		Quilograma	
39059990	KG	01/01/2016		Quilograma	
39061000	KG	01/01/2016		Quilograma	
39069011	KG	01/01/2016		Quilograma	
39069012	KG	01/01/2016		Quilograma	
39069019	KG	01/01/2016		Quilograma	
39069021	KG	01/01/2016		Quilograma	
39069022	KG	01/01/2016		Quilograma	
39069029	KG	01/01/2016		Quilograma	
39069031	KG	01/01/2016		Quilograma	
39069032	KG	01/01/2016		Quilograma	
39069039	KG	01/01/2016		Quilograma	
39069041	KG	01/01/2016		Quilograma	
39069042	KG	01/01/2016		Quilograma	
39069043	KG	01/01/2016		Quilograma	
39069044	KG	01/01/2016		Quilograma	
39069045	KG	01/01/2016		Quilograma	
39069046	KG	01/01/2016		Quilograma	
39069047	KG	01/01/2016		Quilograma	
39069049	KG	01/01/2016		Quilograma	
39071010	KG	01/01/2016		Quilograma	
39071020	KG	01/01/2016		Quilograma	
39071031	KG	01/01/2016		Quilograma	
39071039	KG	01/01/2016		Quilograma	
39071041	KG	01/01/2016		Quilograma	
39071042	KG	01/01/2016		Quilograma	
39071049	KG	01/01/2016		Quilograma	
39071091	KG	01/01/2016		Quilograma	
39071099	KG	01/01/2016		Quilograma	
39072011	KG	01/01/2016		Quilograma	
39072012	KG	01/01/2016		Quilograma	
39072020	KG	01/01/2016		Quilograma	
39072031	KG	01/01/2016		Quilograma	
39072039	KG	01/01/2016		Quilograma	
39072041	KG	01/01/2016		Quilograma	
39072042	KG	01/01/2016		Quilograma	
39072049	KG	01/01/2016		Quilograma	
39072090	KG	01/01/2016		Quilograma	
39073011	KG	01/01/2016		Quilograma	
39073019	KG	01/01/2016		Quilograma	
39073021	KG	01/01/2016		Quilograma	
39073022	KG	01/01/2016		Quilograma	
39073029	KG	01/01/2016		Quilograma	
39074010	KG	01/01/2016		Quilograma	
39074090	KG	01/01/2016		Quilograma	
39075010	KG	01/01/2016		Quilograma	
39075090	KG	01/01/2016		Quilograma	
39076100	KG	01/01/2017		Quilograma	
39076900	KG	01/01/2017		Quilograma	
39077000	KG	01/01/2016		Quilograma	
39079100	KG	01/01/2016		Quilograma	
39079911	KG	01/01/2016		Quilograma	
39079912	KG	01/01/2016		Quilograma	
39079919	KG	01/01/2016		Quilograma	
39079991	KG	01/01/2016		Quilograma	
39079992	KG	01/01/2016		Quilograma	
39079999	KG	01/01/2016		Quilograma	
39081011	KG	01/01/2016		Quilograma	
39081012	KG	01/01/2016		Quilograma	
39081013	KG	01/01/2016		Quilograma	
39081014	KG	01/01/2016		Quilograma	
39081019	KG	01/01/2016		Quilograma	
39081021	KG	01/01/2016		Quilograma	
39081022	KG	01/01/2016		Quilograma	
39081023	KG	01/01/2016		Quilograma	
39081024	KG	01/01/2016		Quilograma	
39081029	KG	01/01/2016		Quilograma	
39089010	KG	01/01/2016		Quilograma	
39089020	KG	01/01/2016		Quilograma	
39089090	KG	01/01/2016		Quilograma	
39091000	KG	01/01/2016		Quilograma	
39092011	KG	01/01/2016		Quilograma	
39092019	KG	01/01/2016		Quilograma	
39092021	KG	01/01/2016		Quilograma	
39092029	KG	01/01/2016		Quilograma	
39093100	KG	01/01/2017		Quilograma	
39093900	KG	01/01/2017		Quilograma	
39094011	KG	01/01/2016		Quilograma	
39094019	KG	01/01/2016		Quilograma	
39094091	KG	01/01/2016		Quilograma	
39094099	KG	01/01/2016		Quilograma	
39095011	KG	01/01/2016		Quilograma	
39095012	KG	01/01/2016		Quilograma	
39095019	KG	01/01/2016		Quilograma	
39095021	KG	01/01/2016		Quilograma	
39095029	KG	01/01/2016		Quilograma	
39100011	KG	01/01/2016		Quilograma	
39100012	KG	01/01/2016		Quilograma	
39100013	KG	01/01/2016		Quilograma	
39100019	KG	01/01/2016		Quilograma	
39100021	KG	01/01/2016		Quilograma	
39100029	KG	01/01/2016		Quilograma	
39100030	KG	01/01/2016		Quilograma	
39100090	KG	01/01/2016		Quilograma	
39111010	KG	01/01/2016		Quilograma	
39111021	KG	01/01/2016		Quilograma	
39111029	KG	01/01/2016		Quilograma	
39119011	KG	01/01/2016		Quilograma	
39119012	KG	01/01/2016		Quilograma	
39119013	KG	01/01/2016		Quilograma	
39119014	KG	01/01/2016		Quilograma	
39119019	KG	01/01/2016		Quilograma	
39119021	KG	01/01/2016		Quilograma	
39119022	KG	01/01/2016		Quilograma	
39119023	KG	01/01/2016		Quilograma	
39119024	KG	01/01/2016		Quilograma	
39119025	KG	01/01/2016		Quilograma	
39119026	KG	01/01/2016		Quilograma	
39119027	KG	01/01/2016		Quilograma	
39119029	KG	01/01/2016		Quilograma	
39121110	KG	01/01/2016		Quilograma	
39121120	KG	01/01/2016		Quilograma	
39121200	KG	01/01/2016		Quilograma	
39122010	KG	01/01/2016		Quilograma	
39122021	KG	01/01/2016		Quilograma	
39122029	KG	01/01/2016		Quilograma	
39123111	KG	01/01/2016		Quilograma	
39123119	KG	01/01/2016		Quilograma	
39123121	KG	01/01/2016		Quilograma	
39123129	KG	01/01/2016		Quilograma	
39123910	KG	01/01/2016		Quilograma	
39123920	KG	01/01/2016		Quilograma	
39123930	KG	01/01/2016		Quilograma	
39123990	KG	01/01/2016		Quilograma	
39129010	KG	01/01/2016		Quilograma	
39129020	KG	01/01/2016		Quilograma	
39129031	KG	01/01/2016		Quilograma	
39129039	KG	01/01/2016		Quilograma	
39129040	KG	01/01/2016		Quilograma	
39129090	KG	01/01/2016		Quilograma	
39131000	KG	01/01/2016		Quilograma	
39139011	KG	01/01/2016		Quilograma	
39139012	KG	01/01/2016		Quilograma	
39139019	KG	01/01/2016		Quilograma	
39139020	KG	01/01/2016		Quilograma	
39139030	KG	01/01/2016		Quilograma	
39139040	KG	01/01/2016		Quilograma	
39139050	KG	01/01/2016		Quilograma	
39139060	KG	01/01/2016		Quilograma	
39139090	KG	01/01/2016		Quilograma	
39140011	KG	01/01/2016		Quilograma	
39140019	KG	01/01/2016		Quilograma	
39140090	KG	01/01/2016		Quilograma	
39151000	KG	01/01/2016		Quilograma	
39152000	KG	01/01/2016		Quilograma	
39153000	KG	01/01/2016		Quilograma	
39159000	KG	01/01/2016		Quilograma	
39161000	KG	01/01/2016		Quilograma	
39162000	KG	01/01/2016		Quilograma	
39169010	KG	01/01/2016		Quilograma	
39169090	KG	01/01/2016		Quilograma	
39171010	KG	01/01/2016		Quilograma	
39171021	KG	01/01/2016		Quilograma	
39171029	KG	01/01/2016		Quilograma	
39172100	KG	01/01/2016		Quilograma	
39172200	KG	01/01/2016		Quilograma	
39172300	KG	01/01/2016		Quilograma	
39172900	KG	01/01/2016		Quilograma	
39173100	KG	01/01/2016		Quilograma	
39173210	KG	01/01/2016		Quilograma	
39173221	KG	01/01/2016		Quilograma	
39173229	KG	01/01/2016		Quilograma	
39173230	KG	01/01/2016		Quilograma	
39173240	KG	01/01/2016		Quilograma	
39173251	KG	01/01/2016		Quilograma	
39173259	KG	01/01/2016		Quilograma	
39173290	KG	01/01/2016		Quilograma	
39173300	KG	01/01/2016		Quilograma	
39173900	KG	01/01/2016		Quilograma	
39174010	KG	01/01/2016		Quilograma	
39174090	KG	01/01/2016		Quilograma	
39181000	KG	01/01/2016		Quilograma	
39189000	KG	01/01/2016		Quilograma	
39191010	KG	01/01/2016		Quilograma	
39191020	KG	01/01/2016		Quilograma	
39191090	KG	01/01/2016		Quilograma	
39199010	KG	01/01/2016		Quilograma	
39199020	KG	01/01/2016		Quilograma	
39199090	KG	01/01/2016		Quilograma	
39201010	KG	01/01/2016		Quilograma	
39201091	KG	01/01/2016		Quilograma	
39201099	KG	01/01/2016		Quilograma	
39202011	KG	01/01/2016		Quilograma	
39202012	KG	01/01/2016		Quilograma	
39202019	KG	01/01/2016		Quilograma	
39202090	KG	01/01/2016		Quilograma	
39203000	KG	01/01/2016		Quilograma	
39204310	KG	01/01/2016		Quilograma	
39204390	KG	01/01/2016		Quilograma	
39204900	KG	01/01/2016		Quilograma	
39205100	KG	01/01/2016		Quilograma	
39205900	KG	01/01/2016		Quilograma	
39206100	KG	01/01/2016		Quilograma	
39206211	KG	01/01/2016		Quilograma	
39206219	KG	01/01/2016		Quilograma	
39206291	KG	01/01/2016		Quilograma	
39206299	KG	01/01/2016		Quilograma	
39206300	KG	01/01/2016		Quilograma	
39206900	KG	01/01/2016		Quilograma	
39207100	KG	01/01/2016		Quilograma	
39207310	KG	01/01/2016		Quilograma	
39207390	KG	01/01/2016		Quilograma	
39207910	KG	01/01/2016		Quilograma	
39207990	KG	01/01/2016		Quilograma	
39209100	KG	01/01/2016		Quilograma	
39209200	KG	01/01/2016		Quilograma	
39209300	KG	01/01/2016		Quilograma	
39209400	KG	01/01/2016		Quilograma	
39209910	KG	01/01/2016		Quilograma	
39209920	KG	01/01/2016		Quilograma	
39209930	KG	01/01/2016		Quilograma	
39209940	KG	01/01/2016		Quilograma	
39209950	KG	01/01/2016		Quilograma	
39209990	KG	01/01/2016		Quilograma	
39211100	KG	01/01/2016		Quilograma	
39211200	KG	01/01/2016		Quilograma	
39211310	KG	01/01/2016		Quilograma	
39211390	KG	01/01/2016		Quilograma	
39211400	KG	01/01/2016		Quilograma	
39211900	KG	01/01/2016		Quilograma	
39219011	KG	01/01/2016		Quilograma	
39219012	KG	01/01/2016		Quilograma	
39219019	KG	01/01/2016		Quilograma	
39219020	KG	01/01/2016		Quilograma	
39219090	KG	01/01/2016		Quilograma	
39221000	KG	01/01/2016		Quilograma	
39222000	KG	01/01/2016		Quilograma	
39229000	KG	01/01/2016		Quilograma	
39231010	KG	01/01/2016		Quilograma	
39231090	KG	01/01/2016		Quilograma	
39232110	KG	01/01/2016		Quilograma	
39232190	KG	01/01/2016		Quilograma	
39232910	KG	01/01/2016		Quilograma	
39232990	KG	01/01/2016		Quilograma	
39233000	KG	01/01/2016		Quilograma	
39234000	KG	01/01/2016		Quilograma	
39235000	KG	01/01/2016		Quilograma	
39239000	KG	01/01/2016		Quilograma	
39241000	KG	01/01/2016		Quilograma	
39249000	KG	01/01/2016		Quilograma	
39251000	KG	01/01/2016		Quilograma	
39252000	KG	01/01/2016		Quilograma	
39253000	KG	01/01/2016		Quilograma	
39259010	KG	01/01/2016		Quilograma	
39259090	KG	01/01/2016		Quilograma	
39261000	KG	01/01/2016		Quilograma	
39262000	KG	01/01/2016		Quilograma	
39263000	KG	01/01/2016		Quilograma	
39264000	KG	01/01/2016		Quilograma	
39269010	KG	01/01/2016		Quilograma	
39269021	KG	01/01/2016		Quilograma	
39269022	KG	01/01/2016		Quilograma	
39269030	KG	01/01/2016		Quilograma	
39269040	KG	01/01/2016		Quilograma	
39269050	KG	01/01/2016		Quilograma	
39269061	KG	01/01/2016		Quilograma	
39269069	KG	01/01/2016		Quilograma	
39269090	KG	01/01/2016		Quilograma	
40011000	KG	01/01/2016		Quilograma	
40012100	KG	01/01/2016		Quilograma	
40012200	KG	01/01/2016		Quilograma	
40012910	KG	01/01/2016		Quilograma	
40012920	KG	01/01/2016		Quilograma	
40012990	KG	01/01/2016		Quilograma	
40013000	KG	01/01/2016		Quilograma	
40021110	KG	01/01/2016		Quilograma	
40021120	KG	01/01/2016		Quilograma	
40021911	KG	01/01/2016		Quilograma	
40021912	KG	01/01/2016		Quilograma	
40021919	KG	01/01/2016		Quilograma	
40021920	KG	01/01/2016		Quilograma	
40022010	KG	01/01/2016		Quilograma	
40022090	KG	01/01/2016		Quilograma	
40023100	KG	01/01/2016		Quilograma	
40023900	KG	01/01/2016		Quilograma	
40024100	KG	01/01/2016		Quilograma	
40024900	KG	01/01/2016		Quilograma	
40025100	KG	01/01/2016		Quilograma	
40025900	KG	01/01/2016		Quilograma	
40026000	KG	01/01/2016		Quilograma	
40027000	KG	01/01/2016		Quilograma	
40028000	KG	01/01/2016		Quilograma	
40029100	KG	01/01/2016		Quilograma	
40029910	KG	01/01/2016		Quilograma	
40029920	KG	01/01/2016		Quilograma	
40029930	KG	01/01/2016		Quilograma	
40029990	KG	01/01/2016		Quilograma	
40030000	KG	01/01/2016		Quilograma	
40040000	KG	01/01/2016		Quilograma	
40051010	KG	01/01/2016		Quilograma	
40051090	KG	01/01/2016		Quilograma	
40052000	KG	01/01/2016		Quilograma	
40059110	KG	01/01/2016		Quilograma	
40059190	KG	01/01/2016		Quilograma	
40059910	KG	01/01/2016		Quilograma	
40059990	KG	01/01/2016		Quilograma	
40061000	KG	01/01/2016		Quilograma	
40069000	KG	01/01/2016		Quilograma	
40070011	KG	01/01/2016		Quilograma	
40070019	KG	01/01/2016		Quilograma	
40070020	KG	01/01/2016		Quilograma	
40081100	KG	01/01/2016		Quilograma	
40081900	KG	01/01/2016		Quilograma	
40082100	KG	01/01/2016		Quilograma	
40082900	KG	01/01/2016		Quilograma	
40091100	KG	01/01/2016		Quilograma	
40091210	KG	01/01/2016		Quilograma	
40091290	KG	01/01/2016		Quilograma	
40092110	KG	01/01/2016		Quilograma	
40092190	KG	01/01/2016		Quilograma	
40092210	KG	01/01/2016		Quilograma	
40092290	KG	01/01/2016		Quilograma	
40093100	KG	01/01/2016		Quilograma	
40093210	KG	01/01/2016		Quilograma	
40093290	KG	01/01/2016		Quilograma	
40094100	KG	01/01/2016		Quilograma	
40094210	KG	01/01/2016		Quilograma	
40094290	KG	01/01/2016		Quilograma	
40101100	KG	01/01/2016		Quilograma	
40101200	KG	01/01/2016		Quilograma	
40101900	KG	01/01/2016		Quilograma	
40103100	KG	01/01/2016		Quilograma	
40103200	KG	01/01/2016		Quilograma	
40103300	KG	01/01/2016		Quilograma	
40103400	KG	01/01/2016		Quilograma	
40103500	KG	01/01/2016		Quilograma	
40103600	KG	01/01/2016		Quilograma	
40103900	KG	01/01/2016		Quilograma	
40111000	UN	01/01/2016		Unidade	
40112010	UN	01/01/2016		Unidade	
40112090	UN	01/01/2016		Unidade	
40113000	UN	01/01/2016		Unidade	
40114000	UN	01/01/2016		Unidade	
40115000	UN	01/01/2016		Unidade	
40117010	UN	01/01/2017		Unidade	
40117090	UN	01/01/2017		Unidade	
40118010	UN	01/01/2017		Unidade	
40118020	UN	01/01/2017		Unidade	
40118090	UN	01/01/2017		Unidade	
40119010	UN	01/01/2017		Unidade	
40119090	UN	01/01/2017		Unidade	
40121100	UN	01/01/2016		Unidade	
40121200	UN	01/01/2016		Unidade	
40121300	UN	01/01/2016		Unidade	
40121900	UN	01/01/2016		Unidade	
40122000	UN	01/01/2016		Unidade	
40129010	KG	01/01/2016		Quilograma	
40129090	KG	01/01/2016		Quilograma	
40131010	UN	01/01/2016		Unidade	
40131090	UN	01/01/2016		Unidade	
40132000	UN	01/01/2016		Unidade	
40139000	UN	01/01/2016		Unidade	
